,Index,Word list,Present in div
0,373,[],False
1,145,[],True
2,201,[],False
3,3,['Do not sell or share my personal information'],True
4,310,['Do Not Sell or Share My Personal Information'],True
5,347,['Do Not Sell or Share My Personal Information'],True
6,64,['Your Privacy Choices'],True
7,276,[],True
8,69,['Do Not Sell or Share My Personal Information'],True
9,378,"['Do Not Sell or Share My Personal Information', 'Do Not Sell My Personal Information']",True
10,236,[],False
11,196,"['Your Privacy Choices', 'Do Not Sell/Do Not Share or Opt-Out of Targeted Advertising']",True
12,169,['Your Privacy Choices'],True
13,305,[],False
14,171,['Your Privacy Choices'],True
15,226,[],False
16,18,"['Do Not Sell My', 'Opt out now', 'What are your options?You can opt out of Grubhub’s  sharing of personal information in this way by providing the email used for your Grubhub account', 'Once you opt out, we’ll disable cookies set by advertising partners and social media companies that could be considered “selling,” and you will no longer receive personalized offers from Grubhub on those sites or services', 'If the email you provide is not associated with a Grubhub account, your opt out will apply only to the browser and device you are using when you opt out', 'If you access Grubhub from other browsers or devices, you will need to opt out on each browser or device', 'You can opt out of Grubhub’s  sharing of personal information in this way by providing the email used for your Grubhub account', 'Once you opt out, we’ll disable cookies set by advertising partners and social media companies that could be considered “selling,” and you will no longer receive personalized offers from Grubhub on those sites or services', 'If the email you provide is not associated with a Grubhub account, your opt out will apply only to the browser and device you are using when you opt out']",True
17,210,[],False
18,266,['Your California Privacy Choices'],True
19,204,[],False
20,339,[],False
21,184,['Do Not Sell or Share My Personal Information'],True
22,146,['Do Not Sell or Share My Personal Information'],True
23,21,[],True
24,182,[],False
25,57,[],False
26,133,[],False
27,76,"['Your Privacy Choices', 'Do Not Sell or Share My Personal Information']",True
28,260,[],False
29,303,['Do Not Sell My Personal Information'],True
30,208,['Your privacy choices'],True
31,141,['Do Not Sell or Share My Personal Information'],True
32,313,[],False
33,39,[],False
34,51,['Do Not Sell or Share My Personal Information'],True
35,50,['Do Not Sell or Share My Personal Information or Limit the Use of My Sensitive Personal Information'],True
36,218,['Do Not Sell or Share My Personal Info'],True
37,62,['Do Not Sell My Personal Information'],True
38,40,[],False
39,32,['Do Not Sell or Share My Personal Information'],True
40,82,[],False
41,227,[],False
42,13,"['Do Not Sell My Personal Information', 'Go to Opt Out Form', 'Opt Out of Targeting Cookies']",True
43,25,[],False
44,350,[],False
45,366,"['Do not Sell or Share My Personal Information', 'Your Privacy Choices and Cookie Preferences [`dialog closed`]']",True
46,130,['Do Not Sell or Share My Personal Information'],True
47,154,[],False
48,267,['Your California Privacy Choices'],True
49,280,['Do not sell my info'],True
50,324,[],False
51,314,[],False
52,142,['Do Not Sell or Share My Personal Information'],True
53,71,['Do Not Sell or Share My Personal Information'],True
54,75,['Do not sell my personal information'],True
55,124,"['Your Privacy Choices', 'DAA Industry Opt Out', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads']",True
56,252,['View Privacy Choices'],True
57,144,[],False
