,Index,Url rendered,Actual url,page jump
35,483,usatoday.com/sports/2gps-source=BRNMSVCI,https://hoopshype.com/,Yes
67,673,bitdefender.com/media/ntml/consumer/new/,https://www.tomsguide.com/,Yes
118,1054,info.workforce.pwe.com/workForce-benchmar,https://www.forbes.com/?sh=112eecaf2254,Yes
138,581,hollandamerica.com/en_US/deals/time-oF-you,https://www.fodors.com/,Yes
