,Index,Word list,Present in div
0,825,[],False
1,981,[],False
2,373,"['Do Not Sell My Personal Information', 'Do Not Sell My Personal Information|']",True
3,145,['Do Not Sell My Personal Information'],True
4,201,[],False
5,726,[],False
6,1052,[],False
7,3,['Do not sell or share my personal information'],True
8,310,['Do Not Sell or Share My Personal Information'],True
9,347,['Do Not Sell or Share My Personal Information'],True
10,524,[],False
11,916,[],False
12,64,['Your Privacy Choices'],True
13,276,['Do Not Sell My Personal Information'],True
14,666,[],False
15,534,[],False
16,567,[],False
17,1010,[],False
18,396,['Do not sell or share my personal information'],True
19,69,"['Do Not Sell My Personal Information', 'and understand that I may opt out at any time']",True
20,1073,[],False
21,486,[],False
22,506,[],False
23,819,[],False
24,1044,[],False
25,443,[],False
26,378,"['Do Not Sell or Share My Personal Information', 'Do Not Sell My Personal Information']",True
27,830,[],False
28,446,[],False
29,992,[],False
30,762,[],False
31,414,[],False
32,1078,[],False
33,236,[],False
34,196,"['Your Privacy Choices', 'Do Not Sell/Do Not Share or Opt-Out of Targeted Advertising']",True
35,169,['Your Privacy Choices'],True
36,386,[],False
37,862,[],False
38,305,[],False
39,171,['Your Privacy Choices'],True
40,1034,[],False
41,501,[],False
42,226,[],False
43,18,"['Do Not Sell My Information', 'Terms of UsePrivacy PolicyNotice of Financial IncentiveDo Not Sell My InformationUnited States', 'Terms of UsePrivacy PolicyNotice of Financial IncentiveDo Not Sell My Information']",True
44,889,[],False
45,881,[],False
46,857,[],False
47,210,[],False
48,714,[],False
49,266,['Your California Privacy Choices'],True
50,204,['Your Privacy Choices'],True
51,404,"['Cookie settings | Your Privacy Choices', 'Cookie settings | Your Privacy Choices for this site']",True
52,929,[],False
53,649,[],False
54,339,[],False
55,400,['Manage cookies/Do not sell my data'],True
56,184,"['Do Not Sell or Share My Personal Information', 'State voter fraud system fractures as Republicans opt out']",True
57,865,[],False
58,410,[],False
59,146,['Do Not Sell or Share My Personal Information'],True
60,1039,[],False
61,547,[],False
62,21,['Do not sell or share my personal information'],True
63,1084,[],False
64,182,"['Do Not Sell My Info/Cookie Policy', 'Do Not Sell My Data']",True
65,1016,[],False
66,882,[],False
67,926,[],False
68,626,[],False
69,616,[],False
70,391,[],False
71,808,[],False
72,455,[],False
73,763,[],False
74,601,[],False
75,57,[],False
76,1028,[],False
77,685,[],False
78,487,[],False
79,425,['Do not sell or share my personal information'],True
80,978,[],False
81,518,[],False
82,803,[],False
83,133,[],False
84,76,"['Your Privacy Choices', 'Do Not Sell or Share My Personal Information']",True
85,453,[],False
86,688,[],False
87,260,[],False
88,510,[],False
89,303,['Do Not Sell My Personal Information'],True
90,208,['Your privacy choices'],True
91,1060,[],False
92,141,['Do Not Sell or Share My Personal Information'],True
93,905,[],False
94,313,[],False
95,39,['Do Not Sell or Share My Personal Information'],True
96,536,[],False
97,816,[],False
98,956,[],False
99,51,[],True
100,50,['Do Not Sell or Share My Personal Information or Limit the Use of My Sensitive Personal Information'],True
101,827,[],False
102,218,['Do Not Sell or Share My Personal Information'],True
103,472,[],False
104,864,[],False
105,62,['Do Not Sell My Personal Information'],True
106,40,['Do Not Sell or Share My Personal Information'],True
107,982,[],False
108,811,[],False
109,32,['Do Not Sell or Share My Personal Information'],True
110,82,[],False
111,445,[],False
112,696,[],False
113,227,[],False
114,759,[],False
115,739,[],False
116,413,[],False
117,537,[],False
118,1043,[],False
119,904,[],False
120,532,[],False
121,689,[],False
122,13,"['California Do Not Sell', 'Go to Opt Out Form', 'Privacy Policythis link opens in a new tab  Terms of Servicethis link opens in a new tab  Ad Choicesthis link opens in a new tab  California Do Not Sell  Web Accessibilitythis link opens in a new tab', 'Privacy Policythis link opens in a new tab  Terms of Servicethis link opens in a new tab  Ad Choicesthis link opens in a new tab  California Do Not Sell  Web Accessibilitythis link opens in a new tab', 'California Do Not Sell', 'Opt Out of Targeting Cookies']",True
123,25,[],False
124,350,[],False
125,441,[],False
126,366,"['Do not Sell or Share My Personal Information', 'Your Privacy Choices and Cookie Preferences [`dialog closed`]']",True
127,130,['Do Not Sell or Share My Personal Information'],True
128,496,[],False
129,154,[],False
130,267,['Your California Privacy Choices'],True
131,584,[],False
132,280,['Do not sell my info'],True
133,669,[],False
134,977,[],False
135,324,[],False
136,943,[],False
137,314,[],False
138,142,['Do Not Sell or Share My Personal Information'],True
139,71,['Do Not Sell My Personal Information'],True
140,407,['Cookie settings | Your Privacy Choices'],True
141,783,[],False
142,75,['Do not sell my personal information'],True
143,954,[],False
144,124,"['Your Privacy Choices', 'DAA Industry Opt Out', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads']",True
145,613,[],False
146,548,[],False
147,648,[],False
148,252,['Do Not Sell or Share My Personal Information (Personal Data Opt-out)'],True
149,144,[],False
150,602,[],False
151,357,"['Do Not Sell or Share My Personal Information', 'Your Opt Out Preference Signal is Honored']",True
152,878,[],False
153,903,[],False
154,612,[],False
155,287,[],False
156,234,[],False
157,394,[],False
158,899,[],False
159,751,[],False
160,775,[],False
161,624,[],False
162,436,[],True
163,438,[],False
164,126,['Do Not Sell or Share My Personal Information'],True
165,390,[],False
166,116,['Do Not Sell My Personal Information'],True
167,721,[],False
168,296,['Do Not Sell My Personal Infomation'],True
169,202,[],False
170,1088,[],False
171,131,"['Do Not Sell My Info |', 'Help Center | Terms & Conditions | Privacy Policy | California Privacy Policy | California Notice of Collection | Do Not Sell My Info | California Supply Chain Disclosure']",True
172,630,[],False
173,958,[],False
174,480,[],False
175,34,"['Do Not Sell or Share My Personal Information', 'You can opt out of receiving promotional emails by clicking My Account and changing your email']",True
176,898,[],False
177,294,"['Do Not Sell or Share My Personal Information', 'Terms of Use | Privacy Policy | Interest-Based Ads | Licenses | Accessibility | Do Not Sell or Share My Personal InformationDo Not Sell or Share My Personal Information | Sitemap']",True
178,119,['Do not sell or share my info'],True
179,168,"['Do Not Sell or Share My Personal Information', 'Opt out']",True
180,411,[],False
181,621,[],False
182,998,[],False
183,1074,[],False
184,67,[],False
185,382,['Do Not Sell My Info'],True
186,346,['Do Not Sell My Personal Information'],True
187,727,[],False
188,766,[],False
189,493,[],False
190,166,['Do Not Sell My Personal Information'],True
191,482,[],False
192,678,[],False
193,297,[],False
194,699,[],False
195,1072,[],False
196,333,[],False
197,417,[],False
198,340,[],False
199,631,[],False
200,651,[],False
201,485,[],False
202,1002,[],False
203,426,['Manage cookies/Do not sell my data'],True
204,654,[],False
205,217,['Do not sell or share my personal information'],True
206,12,"['Your Privacy Choices', 'DAA Industry Opt Out', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads']",True
207,952,[],False
208,931,[],False
209,768,[],False
210,1027,[],False
211,1076,[],False
212,681,[],False
213,312,['Ad Opt out/ Do Not Sell My Personal Information'],True
214,483,[],False
215,300,['Do Not Sell or Share My Personal Information'],True
216,463,[],False
217,160,"['Do not sell my info', 'Do Not Sell My Information']",True
218,833,[],False
219,489,[],False
220,190,['Your Privacy Choices'],True
221,223,['Do Not Share My Information/SPI'],True
222,321,"['Do Not Sell My Information', '| Do Not Sell My Information']",True
223,625,[],False
224,263,[],False
225,603,[],False
226,782,[],False
227,858,[],False
228,969,[],False
229,254,[],False
230,434,[],False
231,698,[],False
232,644,[],False
233,731,[],False
234,514,[],False
235,565,[],False
236,694,[],False
237,70,[],False
238,376,"['Do Not Sell or Share My Personal Information', 'request for further opt out of sale of your personal information']",True
239,769,[],False
240,97,['Do not sell my personal information'],True
241,230,['Manage cookies / Do not sell my data'],True
242,1058,[],False
243,84,[],False
244,798,[],False
245,773,[],False
246,95,['Privacy / Do not sell my personal info'],True
247,799,[],False
248,1001,[],False
249,1085,[],False
250,356,"['Do Not Sell or Share My Personal Information', 'Terms of Use | Privacy Policy | Interest-Based Ads | Licenses | Accessibility | Do Not Sell or Share My Personal InformationDo Not Sell or Share My Personal Information | Sitemap']",True
251,549,[],False
252,114,['Do Not Sell My Personal Info'],True
253,335,[],False
254,755,[],False
255,658,[],False
256,421,['Do Not Sell My Personal Information'],True
257,851,[],False
258,112,[],False
259,815,[],False
260,359,['Do Not Sell/Share My Personal Information'],True
261,338,[],False
262,991,[],False
263,679,[],False
264,331,[],False
265,29,[],False
266,578,[],False
267,253,[],False
268,113,['Do Not Sell or Share My Personal Information'],True
269,656,[],False
270,957,[],False
271,358,['Do Not Sell My Personal Information'],True
272,750,[],False
273,348,[],False
274,1012,[],False
275,643,[],False
276,697,[],False
277,839,[],False
278,953,[],False
279,834,[],False
280,24,['Do Not Sell or Share My Personal Information'],True
281,281,[],False
282,701,[],False
283,934,[],False
284,304,['DO NOT SELL MY DATA'],True
285,83,[],False
286,708,[],False
287,452,[],False
288,1033,[],False
289,849,[],False
290,564,[],False
