Index,Url rendered,Actual url,page jump
900,mailchimp.com/quesswork/?utm_source=drib,https://dribbble.com/,Yes
1011,shutterstock.com/image-vector/vector-infogr:,https://all-free-download.com/,Yes
1054,FA:29606489:141065,https://www.forbes.com/?sh=112eecaf2254,Yes
581,hollandamerica.com/en_US/deals/time-oF-you,https://www.fodors.com/,Yes
1015,FA:29606489:141065,https://www.forbes.com/?sh=112eecaf2254,Yes
554,instagram.com/richardwhitetravels/,https://www.lonelyplanet.com/,Yes
