,Index,Filename,Do not sell,Privacy Choice,Opt out,For CA,Do not share
0,894,education_894,[],[],['Opt Out'],[],[]
1,542,jetblue_542,['Do not sell my info'],[],[],[],[]
2,1079,ehealthinsurance_1079,[],[],[],[],[]
3,1005,shutterstock_1005,[],[],[],[],[]
4,928,co_928,[],[],[],[],[]
5,803,com_803,[],[],[],[],[]
6,350,diy_350,[],[],[],[],[]
7,820,audiusa_820,['Do Not Sell or Share My Personal Information'],[],"['If you have blocked cookies through your browser settings, we will be unable to comply with your Preference Center opt out request.']",[],[]
8,697,ssense_697,[],[],[],[],[]
9,1025,bizjournals_1025,[],['Your Privacy Choices'],"['If you are a consumer in certain U.S. states you may have the right to opt out of targeted advertising and our “sale” (as that term is defined under applicable law) of your personal information.  If you do not see an ability to opt out below, your detected location is outside of a region with an applicable privacy law.  For more information on our privacy practices, read our ']",[],[]
10,935,geeksforgeeks_935,[],[],[],[],[]
11,846,avon_846,[],[],[],[],[]
12,1065,acg_1065,[],[],[],[],[]
13,384,ganeshaspeaks_384,[],[],[],[],[]
14,990,stubhub_990,[],[],[],[],[]
15,1047,pnc_1047,[],[],[],['Read a summary of privacy rights for California residents'],[]
16,838,ulta_838,"['', 'Do Not Sell My Info', 'Do Not Sell My Personal Information']",[],"[' Clearing your browser cookies at any time will undo preferences saved here. To re-save preferences, please return to this screen after clearing your cookies. Also, please note that the option selected here will only apply to the device you are currently using.  You may also opt out of advertising cookies from any other devices you use to access our website or mobile applications.']",[],[]
17,866,harpersbazaar_866,[],"['Your Privacy Choices: Opt Out of Sale/Targeted Ads', '', 'Your Privacy Choices']","['Your Privacy Choices: Opt Out of Sale/Targeted Ads', '', 'DAA Industry Opt Out']",[],[]
18,380,horoscope_380,['Do Not Sell My Info'],[],[],[],[]
19,480,realgm_480,[],[],[],[],[]
20,700,ae_700,['Do Not Sell or Share My Personal Information'],[],"['You have the right under certain state privacy laws to opt-out of the “sale” and “sharing” of your personal information. These cookies collect information that may be “sold” or “shared” to perform analytics and to personalize your experience with targeted ads. You may exercise your right to opt out of the “sale” or “sharing” of personal information by using this toggle switch. Opting-out of “sales” and “sharing” will not prevent you from receiving marketing and advertising, but it will be less tailored and useful to you.\n\nIf you have enabled privacy controls on your browser (such as a plugin), we will recognize that as a valid request to opt-out and will not be able to track your activity through the web. This may affect our ability to personalize ads according to your preferences. Additionally, you may opt-out of ""sales"" and ""sharing"" via non-cookie-related methods by visiting our Privacy Rights Center.']",[],[]
21,442,nasa_442,[],[],[],[],[]
22,354,etsy_354,[],[],[],[],[]
23,989,amctheatres_989,[],[],[],[],[]
24,840,fragrantica_840,[],[],[],[],[]
25,949,brainpop_949,"['Do not sell or share my personal information', '\n          Do Not Sell My Personal Information\n        ']",[],[],[],[]
26,434,nature_434,[],[],[],[],[]
27,1080,collegeboard_1080,[],[],[],[],[]
28,743,com_743,[],[],[],[],[]
29,543,airasia_543,[],[],[],[],[]
30,1059,libertymutual_1059,['Do Not Sell or Share My Personal Information (CA Residents Only)'],['Your California Privacy Choices'],[],[],[]
31,951,com_951,[],[],[],[],[]
32,493,active_493,['Do Not Sell My Personal Information'],[],[],[],[]
33,1030,ft_1030,[],[],[],[],[]
34,978,allmusic_978,[''],[],[],[],[]
35,551,tripadvisor_551,[],[],[],[],[]
36,362,microsoft_362,[],['Your California Privacy Choices'],[],[],[]
37,782,net_782,[],[],[],[],[]
38,776,luxottica_776,['Do not sell or share my personal information'],[],[],[],[]
39,953,com_953,[],[],[],[],[]
40,547,britishairways_547,[],[],[],[],[]
41,400,nature_400,['Manage cookies/Do not sell my data\n                '],[],[],[],[]
42,872,lifeandstylemag_872,"['Do Not Sell', 'Do Not Sell My Personal Information']",[],"['Under the California Consumer Privacy Act, you have the right to opt-out of the sale of your personal information to third parties. These cookies collect information for analytics and to personalize your experience with targeted ads. You may exercise your right to opt out of the sale of personal information by using this toggle switch. If you opt out we will not be able to offer you personalised ads and will not hand over your personal information to any third parties. Additionally, you may contact our legal department for further clarification about your rights as a California consumer by using this Exercise My Rights link.']",[],[]
43,1017,wsj_1017,[''],[],[],[],[]
44,573,vrbo_573,[],"['', 'Your Privacy Choices']",[],[],[]
45,393,jpl_393,[],[],[],[],[]
46,1066,progressive_1066,['Do Not Sell or Share My Personal Information (CA Residents Only)'],[],[],[],[]
47,718,jared_718,['Do Not Sell My Information'],[],[],[],[]
48,390,esa_390,[],[],[],[],[]
49,694,urbanoutfitters_694,[''],[],[''],"['', 'For CA and VA Residents']",[]
50,381,space_381,"['', 'Do not sell or share my personal information']",[],[],[],[]
51,926,salary_926,['Do Not Sell or Share My Information'],[],[],[],[]
52,537,southwest_537,['Do Not Sell/Share My Personal Information'],[],[],[],[]
53,471,wolfram_471,[],[],[],[],[]
54,1016,businessinsider_1016,[''],['\n            Your Privacy Choices\n              '],[],[],[]
55,725,fredericks_725,[],[],[],[],[]
56,844,maccosmetics_844,"['Do Not Sell or Share My Personal Information / Targeted Ads', 'DO NOT SELL OR SHARE MY PERSONAL INFORMATION / TARGETED ADS', 'Your privacy is important to us. We do not sell your personal information for monetary consideration. Certain advertising practices may be considered a ”sale” under California law when the personal information is exchanged for non-monetary consideration. You have the right to opt out of these types of disclosures of your information. To understand the specific rights applicable to you, please review our Privacy Policy.', '']",[],"['Your privacy is important to us. We do not sell your personal information for monetary consideration. Certain advertising practices may be considered a ”sale” under California law when the personal information is exchanged for non-monetary consideration. You have the right to opt out of these types of disclosures of your information. To understand the specific rights applicable to you, please review our Privacy Policy.']",[],[]
57,833,boatshop24_833,['Do Not Sell My Personal Information'],[],[],[],[]
58,992,songkick_992,[],[],[],[],[]
59,970,dailymotion_970,[],[],[],[],[]
60,829,vitalmx_829,[],[],[],[],[]
61,837,westmarine_837,['Do Not Sell Or Share My Personal Information'],[],[],[],[]
62,809,honda_809,[],['Your Privacy Choices '],[],[],[]
63,1014,com_1014,[],[],[],[],[]
64,963,com_963,[],[],[],[],[]
65,357,macys_357,"['Do Not Sell or Share My Personal Information', 'Do Not Sell My Personal Information']",[],"['Your Opt Out Preference Signal is Honored', 'These cookies collect information for analytics and to personalize your experience with targeted ads. If you opt out we will not be able to offer you personalized ads and will not share personal information with any third parties. ']",[],[]
66,915,com_915,[],[],[],[],[]
67,433,com_433,['Do Not Sell or Share My Personal Information'],[],[],[],[]
68,519,icloud_519,[],[],[],[],[]
69,474,purplemath_474,[],[],[],[],[]
70,921,monster_921,[],['Your Privacy Choices\xa0'],[],[],[]
71,810,chevrolet_810,[],[],[],[],[]
72,902,justanswer_902,[],[],[],[],[]
73,756,heels_756,[],[],[],[],[]
74,770,framesdirect_770,[],[],[],[],[]
75,945,org_945,[],[],[],[],[]
76,472,metric-conversions_472,[],[],[''],[],[]
77,552,kayak_552,"['', 'Do Not Sell or Share My Info']",[],[''],[],[]
78,546,qatarairways_546,[],[],[],[],[]
79,534,webs_534,[],[],[],[],[]
80,397,com_397,[],[],[],[],[]
81,1042,icicibank_1042,[],[],[],[],[]
82,432,gov_432,[],[],[],[],[]
83,699,llbean_699,[],[],['Targeted Advertising Opt Out'],[],[]
84,724,herroom_724,[],[],[],[],[]
85,903,peopleperhour_903,[],[],[],[],[]
86,793,autotrader_793,[''],[],[],[],[]
87,386,universetoday_386,[],[],[],[],[]
88,794,caranddriver_794,[],"['Your Privacy Choices: Opt Out of Sale/Targeted Ads', '', 'Your Privacy Choices']","['Your Privacy Choices: Opt Out of Sale/Targeted Ads', '', 'DAA Industry Opt Out']",[],[]
89,413,org_413,[],[],[],[],[]
90,950,memrise_950,[],[],[],[],[]
91,985,lyricsfreak_985,[],[],[],[],[]
92,955,k12_955,[],[],[],[],[]
93,1082,org_1082,['Do Not Sell My Personal Information'],[],"['Under the California Consumer Privacy Act, you have the right to opt-out of the sale of your personal information to third parties. These cookies collect information for analytics and to personalize your experience with targeted ads. You may exercise your right to opt out of the sale of personal information by using this toggle switch.\n                If you opt out we will not be able to offer you personalised ads and will not hand over your personal information to any third parties. Additionally, you may contact our legal department for further clarification about your rights as a California consumer by using this Exercise My Rights link. If you have enabled privacy controls on your browser (such as a plugin), we have to take that as a valid request to opt-out. Therefore we would not be able to track your activity through the web. This may affect our ability to personalize ads according to your preferences.']",[],[]
94,535,tripod_535,[],[],[],[],[]
95,983,deezer_983,[],[],[],[],[]
96,395,sunsigns_395,['Do Not Sell My Info'],[],[],[],[]
97,784,airliners_784,['Do Not Sell My Data'],[],[],[],[]
98,982,last_982,['Do Not Sell My Personal Information'],[],"['\nTo opt out of our use of personal information associated with the email address you provided to us (such as through account registration, newsletters or marketing subscriptions) in connection with activities that may be considered “sales,” “sharing,” or “targeted advertising,” please submit your request ', '\nTo opt out of our use of personal information associated with a device that may be considered “sales,” “sharing” or “targeted advertising,” move the toggle to the left or otherwise select your preferences.  You will need to renew this choice at each Paramount service you visit, if you clear your browser cookies, or if you return to this Paramount service using a different browser or device.\u202f\n\n\n\n\n\n\n\n\n\n\n']",[],[]
99,721,victoriassecret_721,['Do Not Sell or Share My Personal Information'],[],[],[],[]
100,940,howstuffworks_940,['Do Not Sell My Info'],[],[],[],[]
101,780,com_780,[],[],[],[],[]
102,507,sbnation_507,['Do Not Sell or Share My Personal Info'],[],[],[],[]
103,571,hilton_571,"['', 'Do Not Sell My Personal Information']",[],[],[],[]
104,856,makeupalley_856,[],[],[],[],[]
105,765,payless_765,[],[],[],[],[]
106,576,choicehotels_576,"['Do Not Sell Preferences', 'Do Not Sell My Personal Information']",[],"['\n\nPlease be aware that opting out on the device you are currently using will opt you out only on that device.  To opt out on other devices, please return to choicehotels.com on each device and opt out.  Also, if you clear cookies, or if your browser automatically deletes cookies, you will need to opt out again the next time you visit our site.\n                ', '\n\nWithin Choice Hotels, selling of personal information is limited to allowing a restricted number of media companies access to our website’s information such as browsing history, search history and information regarding consumers’ interaction on our website.  You can opt out of this sharing via the sliding selector above.', '  Please be aware that opting out on the device you are currently using will opt you out only on that device.  To opt out on other devices, please return to choicehotels.com on each device and opt out.  Also, if you clear cookies, or if your browser automatically deletes cookies, you will need to opt out again the next time you visit our site. ', '  Within Choice Hotels, selling of personal information is limited to allowing a restricted number of media companies access to our website’s information such as browsing history, search history and information regarding consumers’ interaction on our website.  You can opt out of this sharing via the sliding selector above.', 'Many websites use cookies or other tags to collect information that make the websites work as visitors expect and generally enhance visitors’ website experience.  In some situations, the collected information could be defined as ‘personal information’ under the California Consumer Privacy Act of 2018 (CCPA).  Business partners might be allowed to access and use the information, which could be defined as ‘selling personal information’ under the CCPA.  The Act enables Californians to opt out of selling personal information.']",[],[]
107,862,marieclaire_862,"['', 'Do not sell or share my personal information']",[],[],[],[]
108,569,airbnb_569,[],['Your Privacy Choices'],[],[],[]
109,563,com_563,[],[],[],[],[]
110,579,thrillist_579,"['', 'Do Not Sell or Share My Personal Information']",[],[],[],[]
111,889,academia_889,[],[],[],[],[]
112,470,abcya_470,[],[],[],[],[]
113,739,menswearhouse_739,['Do Not Sell or Share My Personal Information'],[],"[' and complete a request to “Opt Out of Sharing.”', ""\nMessage and data rates may apply. By providing my mobile number, I agree to receive recurring marketing text messages at the mobile number provided that may be sent using an automated system. Consent is not required to purchase goods or services from Men's Wearhouse.Text STOP to 66960 to opt out at any time. For info text HELP to 66960. See\n"", 'Certain states allow consumers to opt out of having their personal information shared across non-affiliated websites or platforms. This ‘sharing’ provides consumers with more relatable and pertinent advertising; however, we understand that some consumers do not want their information shared for this purpose. To turn off sharing for targeted marketing purposes, you must complete two steps, as sharing occurs through the use of cookies and through additional marketing processes offline.']",[],[]
114,974,pandora_974,[],['Your Privacy Choices'],"['When you visit our website, we and certain third parties, including advertising companies, use cookies to collect information about you, your device, and your visits to our website. We and third parties use the information for various purposes such as to make the site work as you expect it to and to provide personalized content.  To opt-out of certain cookies please modify your cookie settings below. Click the “Confirm My Choices” button to save your preferences \nIf you use different devices or browsers, you will need to indicate your opt-out choices on each of those devices and browsers.  \n\nTo opt out of certain categories of cookies, please move the toggle switch next to the cookie name from right (active) to left (inactive). \nLearn more about how we collect and process your data in our Privacy Policy:\n\n            ']",[],[]
115,556,hotwire_556,['Do Not Sell My Personal Information'],[],[],[],[]
116,382,astrology_382,['Do Not Sell My Info'],[],[],[],[]
117,1060,fidelity_1060,[],[],[],[],[]
118,887,ted_887,[],[],[],[],[]
119,972,foxsports_972,[],"['', '\n          Your Privacy Choices | \n        ']",[],[],[]
120,802,carwale_802,[],[],[],[],[]
121,1062,usaa_1062,[],[],[],[],[]
122,897,fiverr_897,[],[],[],[],[]
123,772,eyebuydirect_772,['Do Not Sell or Share My Personal Information'],[],[],[],[]
124,415,neb_415,[],[],[],[],[]
125,726,soma_726,[''],['Your Privacy Choices '],[],[],[]
126,693,womanwithin_693,['Do Not Sell My Personal Information'],['\n\t\t Your Privacy Choices\n\t  '],[],[],[]
127,997,com_997,[],[],[],[],[]
128,777,smartbuyglasses_777,[],[],[],[],[]
129,527,myway_527,[],[],[],[],[]
130,477,calculatorsoup_477,[],[],[],[],[]
131,939,udemy_939,['Do not sell or share my personal information'],[],"['Under the California Consumer Privacy Act (CCPA), you have the right to opt out of the sale of your personal information to third parties. These cookies collect information based on your browsing activity to personalize your experience with targeted ads and may constitute a ""sale"" of personal information under the CCPA. You may opt out of these cookies by using this toggle switch. If you opt out, you may still see ads, but they will not be personalized.']",[],[]
132,757,sorel_757,[],[],[],[],[]
133,831,revzilla_831,[],[],[],[],[]
134,529,wix_529,[],[],[],[],[]
135,467,convertunits_467,[],[],[],[],[]
136,907,guru_907,[],[],[],[],[]
137,466,mathworks_466,[],[],[],[],[]
138,895,mheducation_895,[],[],[],[],[]
139,394,org_394,[],[],[],[],[]
