Index,Url rendered,Actual url,page jump
900,squarespace.com/websites/fluid-engine?chan,https://dribbble.com/,Yes
673,bitdefender.com/media/ntml/consumer/new/,https://www.tomsguide.com/,Yes
610,asrock.com/mb/index.asp#1700,https://www.tomshardware.com/,Yes
1011,shutterstock.com/image-vector/vector-art-illu,https://all-free-download.com/,Yes
665,asrock.com/mb/index.asp#AMS,https://www.tomshardware.com/,Yes
554,instagram.com/pandeyrr/,https://www.lonelyplanet.com/,Yes
