Index,Url rendered,Actual url,page jump
483,usatoday.com/sports/2gps-source=BRNMSVCI,https://hoopshype.com/,Yes
610,asrock.com/mb/index.asp#AMS,https://www.tomshardware.com/,Yes
665,asrock.com/mb/AMD/B650%20LiveMixer/ind,https://www.tomshardware.com/,Yes
554,instagram.com/les_carnets_de_mel/,https://www.lonelyplanet.com/,Yes
