Index,Url rendered,Actual url,Page jump
610,asus.com/us/site/ces-creator/?utm_source=fu,https://www.tomshardware.com/,Yes
245,chromnius.download/browser3/2mrddp=18m,http://ebook3000.com/,Yes
665,asus.com/us/site/ces-creator/?utm_source=fu,https://www.tomshardware.com/,Yes
228,torrent-protection.com/download-now/,http://ebook3000.com/,Yes
488,‘carmax.com,https://www.patriots.com/,Yes
