,Index,Word list,Present in div
0,373,[],False
1,524,[],False
2,666,['Do Not Sell My Personal Info'],True
3,534,[],False
4,567,"[""Don't sell or share my personal information""]",True
5,396,['Do not sell or share my personal information'],True
6,486,[],False
7,506,[],False
8,443,[],False
9,378,"['Do Not Sell or Share My Personal Information', 'Do Not Sell My Personal Information']",True
10,446,['Do not sell or share my personal information'],True
11,414,[],False
12,386,[],False
13,501,['Do Not Sell My Personal Information'],True
14,450,[],True
15,404,"['Cookie settings | Your Privacy Choices', 'Cookie settings | Your Privacy Choices for this site']",True
16,502,[],False
17,649,['Your Privacy Choices'],True
18,400,['Manage cookies/Do not sell my data'],True
19,410,[],False
20,547,[],False
21,672,['Your Privacy Choices'],True
22,626,['Your Privacy Choices'],True
23,616,[],False
24,391,[],False
25,455,[],False
26,601,[],False
27,685,['Do Not Sell My Personal Information'],True
28,487,['Your Privacy Choices'],True
29,425,['Do not sell or share my personal information'],True
30,518,[],False
31,453,[],False
32,511,[],False
33,510,"['Do Not Sell or Share My Personal Information', 'Your Opt Out Preference Signal is Honored']",True
34,536,[],False
35,472,['Do not sell my info:'],True
36,445,['Do not sell or share my personal information'],True
37,503,"['Do not Sell or Share My Personal Data', 'Do Not Sell My Personal Information']",True
38,505,['Do Not Sell My Personal Information'],True
39,413,[],False
40,537,"['Do Not Sell/Share My Personal Information', 'Privacy Policy Trademarks Do Not Sell/Share My Personal Information']",True
41,532,[],False
42,350,[],False
43,441,[],False
44,366,"['Do not Sell or Share My Personal Information', 'Your Privacy Choices and Cookie Preferences [`dialog closed`]']",True
45,496,['Do Not Sell My Personal Information'],True
46,584,[],False
47,669,['Your Privacy Choices'],True
48,583,['Do Not Sell or Share My Personal Information'],True
49,407,['Cookie settings | Your Privacy Choices'],True
50,613,"['Do Not Sell or Share', 'Do Not Sell or Share My Personal Information - Currently Sharing', 'Do Not Sell or Share My Personal Information', 'Permanent residents of California have the right to request to opt out of the “sale” or “sharing” of their personal information as defined by California law', 'By clicking on Do Not Sell or Share, you are indicating your choice to opt out of the “sale” or “sharing” of your personal information - your activity on this website, which certain third-party advertisers may capture via the use of cookies or pixels - by CDW', 'By clicking Do Not Sell or Share, I hereby attest and affirm that I am a permanent resident of the\xa0state of California']",True
51,522,[],False
52,548,[],False
53,648,[],False
54,439,[],False
55,602,['Do Not Sell Or Share My Personal Information'],True
56,357,"['Do Not Sell or Share My Personal Information Requests', 'Do Not Sell or Share your Personal Information', 'Do Not Sell or Share My Personal Information |', 'Opt Out of Mobile Marketing Campaigns', 'If you would like to opt out of Google Analytics on a per-browser basis, please', 'Right to Opt Out of Sale or Sharing', 'Right to Opt Out of Automated Decision Making', 'Right to Opt Out of Automated Decision-Making (VA Residents Only)', 'All users can opt out at any time and privacy questions can be directed here:']",True
57,612,[],False
58,394,[],False
59,624,[],False
60,436,[],True
61,438,[],False
62,390,[],False
63,630,['Your Privacy Choices'],True
64,480,[],False
65,411,[],False
66,621,[],False
67,382,[],False
68,493,[],True
69,482,['Do not sell or share my personal information'],True
70,678,[],False
71,417,[],False
72,631,['Do not sell my info'],True
73,512,[],False
74,651,[],False
75,485,"['Your Privacy Choices', 'Your Opt Out Preference Signal is Honored']",True
76,426,['Manage cookies/Do not sell my data'],True
77,654,[],False
78,618,[],False
79,681,['Do Not Sell My Data'],True
80,483,['Do Not Sell My Data'],True
81,463,['Do not sell my info:'],True
82,489,"['Your Privacy Choices', 'Your Opt Out Preference Signal is Honored']",True
83,523,[],False
84,625,[],False
85,603,['Do Not Sell My Personal Information'],True
86,520,[],False
87,434,[],False
88,644,[],False
89,514,[],False
90,565,[],False
91,529,[],False
92,376,"['Do Not Sell or Share My Personal Information', 'request for further opt out of sale of your personal information']",True
93,356,"['Do Not Sell or Share My Personal Information', 'Terms of Use | Privacy Policy | Interest-Based Ads | Licenses | Accessibility | Do Not Sell or Share My Personal InformationDo Not Sell or Share My Personal Information | Sitemap']",True
94,549,[],False
95,658,['Your California Privacy Choices'],True
96,421,['Do Not Sell My Personal Information'],True
97,359,['Do Not Sell/Share My Personal Information'],True
98,679,['Do Not Sell or Share My Personal Information'],True
99,578,['Do not sell my personal information'],True
100,656,['Do Not Sell My'],True
101,358,['Do Not Sell or Share My Personal Information'],True
102,643,[],False
103,479,[],False
104,452,[],False
105,564,[],False
106,561,[],False
107,605,[],False
108,558,[],False
109,657,['Do Not Sell My Personal Information'],True
110,364,['Do Not Sell or Share My Personal Information'],True
111,399,[],False
112,494,[],False
113,577,[],False
114,572,"['Do Not Sell or Share My Personal Information', '""Do Not Sell or Share My Personal Information""', 'Do Not Sell or Share My Personal Information', 'If you want to opt out of cookies, please use our Cookie Preference Tool']",True
115,355,[],False
116,642,[],False
117,622,[],False
118,398,[],False
119,545,[],False
120,539,[],False
121,542,['Do not sell my info'],True
122,422,[],False
123,632,['Do Not Sell or Share My Personal Information'],True
124,629,['Do Not Sell or Share My Personal Data'],True
125,673,['Do not sell or share my personal information'],True
126,645,['Do Not Sell My Personal Information'],True
127,469,[],False
128,550,[],False
129,509,[],False
130,527,['Opt Out of Third-Party Targeting Cookies'],True
131,610,['Do not sell or share my personal information'],True
132,499,"['Do Not Sell or Share My Personal Information', '""Do Not Sell or Share My Personal Information"" and ""Targeted Advertising"" Opt-Out Rights']",True
133,397,[],False
134,384,"['Do Not Sell or Share My Personal Information', 'Opt out', 'Do Not Sell or Share My Personal Information']",True
135,573,['Your Privacy Choices'],True
136,586,['Your Privacy Choices'],True
137,374,['Your Privacy Choices'],True
138,420,['Do Not Sell My Personal Information'],True
139,650,[],True
140,530,['Your Privacy Choices'],True
141,429,[],False
142,589,[],False
143,559,[],False
144,670,['Do Not Sell or Share My Information'],True
145,349,[],False
146,687,"['Do not sell or share my personal data', 'Do Not Sell Or Share My Personal Data']",True
147,372,"['Do Not Sell or Share My Personal Information Requests', 'Do Not Sell or Share your Personal Information', 'Do Not Sell or Share My Personal Information', 'Opt Out of Mobile Marketing Campaigns', 'To opt out of Bloomingdale\'s Marketing Messages (for example, ""Bloomingdale\'s Promo Alerts"") for a specific mobile number, reply ""STOP"" to 25666 on your mobile phone/wireless device', ""Forcustomers with a Bloomingdale's online account, you may also opt out by signing into"", 'We do not share your mobile number with any third parties for marketing purposes', 'If you would like to opt out of Adobe Analytics on a per browser basis, please', 'Note: To opt out of interest-based advertising in mobile apps, you can turn off mobile device ad tracking or reset the advertising identifier in your device settings', 'Right to Opt Out of Sale or Sharing', 'Right to Opt Out of Automated Decision Making', 'However, customers may opt out at any time thereafter and still retain the ability to use the promotion code', 'Opt Out']",True
148,459,[],False
149,362,['Your California Privacy Choices'],True
150,507,['Do Not Sell or Share My Personal Info'],True
151,465,[],False
152,686,[],False
153,594,['Do Not Sell or Share My Personal Information'],True
154,596,[],False
155,664,['Do Not Sell or Share My Personal Information'],True
156,513,[],False
157,412,[],False
158,597,['Do Not Sell or Share My Personal information'],True
159,599,['Do Not Sell or Share My Personal Information'],True
160,478,['Do Not Sell My Personal Information'],True
161,633,['Do not sell or share my personal information'],True
162,569,"['Your Privacy Choices', 'Terms··Sitemap··Privacy··Your Privacy Choices']",True
163,418,[],False
164,476,[],False
165,591,['Do Not Sell My Personal Information'],True
166,495,[],False
167,528,[],True
168,519,[],False
169,490,['Do Not Sell or Share My Personal Information'],True
170,655,[],False
171,607,[],True
172,535,[],False
173,677,['Do not sell or share my personal information'],True
174,608,['Your Opt Out Preference Signal is Honored'],True
