,Index,Text,Dates
212,286,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
213,287,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
214,288,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
215,289,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
216,290,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
217,291,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
218,292,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
219,293,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
220,295,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
221,296,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
222,297,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
223,298,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
224,299,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
225,301,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
226,302,Do not sell or share,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
227,303,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
228,305,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
229,306,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
230,307,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
231,308,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
232,309,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
233,311,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
234,312,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
235,313,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
236,314,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
237,315,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
238,316,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
239,317,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
240,318,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
241,319,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
242,320,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
243,321,Do not sell,"['2023-01-13', '2023-01-17', '2023-01-30']"
244,322,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
245,323,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
246,324,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
247,325,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
248,326,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
249,327,No,"['2023-01-13', '2023-01-17', '2023-01-30']"
250,328,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
251,329,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
252,330,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
253,331,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
254,332,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
255,333,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
256,334,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
257,335,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
258,336,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
259,337,No,"['2023-01-13', '2023-01-17', '2023-01-30']"
260,338,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
261,339,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
262,340,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
263,341,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
264,342,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
265,343,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
266,345,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
267,346,No,"['2023-01-05', '2023-01-13', '2023-01-17']"
268,347,Do not sell or share,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
269,348,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
270,349,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
271,350,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
272,351,Do not sell or share,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
273,352,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
274,353,Do not sell or share,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
275,355,No,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
276,357,Do not sell or share,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
277,358,Do not sell,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
278,359,Do not sell or share,"['2023-01-05', '2023-01-13', '2023-01-17', '2023-01-30']"
279,360,No,['2023-01-05']
