,Unnamed: 0,category,sub category,website,url,Index,Search key
0,0,,,Foodnetwork.Com,https://www.foodnetwork.com/,0,
1,1,,,Thekitchn.Com,https://www.thekitchn.com/,1,
2,2,,,Food.Com,https://www.food.com/,2,
3,3,,,Sallysbakingaddiction.Com,https://sallysbakingaddiction.com/,3,Do not sell or share my personal information.
4,4,,,Plated.Com,https://www.safeway.com/,4,Do Not Sell or Share My Personal Information
5,5,,,Seriouseats.Com,https://www.seriouseats.com/,5,Do Not Sell My Personal Information
6,6,,,Epicurious.Com,https://www.epicurious.com/,6,
7,7,,,Eater.Com,https://www.eater.com/,7,Do Not Sell or Share My Personal Info
8,8,,,Thrillist.Com,https://www.thrillist.com/,8,Do Not Sell or Share My Personal Information
9,9,,,Myrecipes.Com,https://www.myrecipes.com/,9,California Do Not Sell
10,10,,,Cookpad.Com,https://cookpad.com/us?via=jp,10,
11,11,,,Tasteofhome.Com,https://www.tasteofhome.com/,11,
12,12,,,Delish.Com,https://www.delish.com/,12,
13,13,,,Marthastewart.Com,https://www.marthastewart.com/,13,Do Not Sell My Personal Information
14,14,,,Mindbodygreen.Com,https://www.mindbodygreen.com/,14,
15,15,,,Thepioneerwoman.Com,https://www.thepioneerwoman.com/,15,
16,16,,,Bonappetit.Com,https://www.bonappetit.com/,16,
17,17,,Food Delivery Websites,Grubhub.Com,https://www.grubhub.com/,17,Do Not Sell My Information
18,18,,,Eat24Hours.Com,https://www.grubhub.com/?utm_source=eat24hours.com&utm_medium=grubhub-owned-delivery-properties&utm_campaign=growth_redirect-eat24-legacy_201811&utm_content=nopromo_,18,Do Not Sell My Information
19,19,,,Seamless.Com,https://www.seamless.com/,19,Do Not Sell My Information
20,20,,,Delivery.Com,https://www.delivery.com/,20,
21,21,,,Postmates.Com,https://postmates.com/,21,Do not sell or share my personal information
22,22,,,Doordash.Com,https://www.doordash.com/,22,Do Not Sell or Share My Personal Information
23,23,,,Orderup.Com,https://www.orderup.com.au/,23,
24,24,,,Trycaviar.Com,https://www.trycaviar.com/,24,Do Not Sell or Share My Personal Information
25,25,,,Beyondmenu.Com,https://www.beyondmenu.com/,25,
26,26,,Online Grocery Shopping Stores,Plated.Com,https://www.safeway.com/,26,Do Not Sell or Share My Personal Information
27,27,,,Asda.Com,https://www.asda.com/,27,
28,28,,,Delivery.Com,https://www.delivery.com/,28,
29,29,,,Heb.Com,https://www.heb.com/,29,
30,30,,,Blueapron.Com,http://lueapron.com/,30,
31,31,,,Berries.Com,https://www.berries.com/,31,Do Not Sell My Personal Information
32,32,,,Harryanddavid.Com,https://www.harryanddavid.com/,32,Do Not Sell or Share My Personal Information
33,33,,,Ocado.Com,https://www.ocado.com/webshop/startWebshop.do,33,
34,34,,,Albertsons.Com,https://www.albertsons.com/,34,Do Not Sell or Share My Personal Information
35,35,,Restaurants Websites,Dominos.Com,https://www.dominos.com/,35,
36,36,,,Starbucks.Com,https://www.starbucks.com/,36,
37,37,,,Papajohns.Com,https://www.papajohns.com/,37,
38,38,,,Pizzahut.Com,https://www.pizzahut.com/,38,
39,39,,,Mcdonalds.Com,https://www.mcdonalds.com/us/en-us.html,39,Do Not Sell or Share My Personal Information
40,40,,,Subway.Com,https://order.subway.com/en-US,40,Do Not Sell or Share My Personal Information
41,41,,,Olivegarden.Com,https://www.olivegarden.com/home,41,Do Not Sell or Share My Personal Information
42,42,,,Panerabread.Com,https://www.panerabread.com/en-us/home.html,42,
43,43,,,Jimmyjohns.Com,https://www.jimmyjohns.com/,43,Do Not Sell My Info
44,44,,,Tacobell.Com,https://www.tacobell.com/,44,Do Not Sell or Share My Personal Information
45,45,Gambling,Gambling Websites,Bet365.Com,https://www.nj.bet365.com/?_h=fKLugCH5idsD_yZ-Lq4vdA%3D%3D#/HO/,45,
46,46,,,Flashscore.Com,https://www.flashscore.com/,46,
47,47,,,Bet9Ja.Com,https://www.bet9ja.com/,47,
48,48,,,Bet-At-Home.Com,https://www.bet-at-home.com/,48,
49,49,,,Williamhill.Com,https://www.williamhill.com/us/il/bet/,49,
