Index,Url rendered,Actual url,page jump
977,riaa.com/classof-2022/,https://www.billboard.com/,Yes
483,usatoday.com/?gps-source=BRNMSVCPSKSTT,https://hoopshype.com/,Yes
245,plarium.com/landings/en/desktop/raid/rdo/m:,http://ebook3000.com/,Yes
228,plarium.com/landings/en/desktop/raid/rdo/m:,http://ebook3000.com/,Yes
