,Unnamed: 0,Index,2023-02-07_Check,2023-02-07_filename,2023-02-07_Text,2023-02-07_Presence confirm
115,115,115,True,gardeningknowhow_115,Do not sell or share my personal information,Yes
116,116,116,True,,,
117,117,117,True,gardenweb_117,Do not sell or share my personal information,Yes
118,118,118,True,,,
119,119,119,True,houzz_119,Do not sell or share my personal information,Yes
120,120,120,True,hgtv_120,Do not sell or share my personal information,Yes
121,121,121,True,,,
122,122,122,True,urbanoutfitters_122,Do not sell my personal information,Yes
123,123,123,True,marthastewart_123,California residents: do not sell my info,Yes
124,124,124,True,,,
125,125,125,True,,,
126,126,126,True,curbed_126,Do not sell or share my personal information,Yes
127,127,127,True,,,
128,128,128,True,etsy_128,Do not sell my personal information,Yes
129,129,129,True,,,
130,130,130,True,hobbylobby_130,Do not sell or share my personal information,Yes
131,131,131,True,joann_131,Do not sell my personal information,Yes
132,132,132,True,craftsy_132,Do not sell my personal information,Yes
133,133,133,True,,,
134,134,134,True,,,
135,135,135,True,officedepot_135,Do not sell my personal information,Yes
136,136,136,True,staples_136,Do not sell or share my personal information,Yes
137,137,137,True,vistaprint_137,Do not sell my personal information,Yes
138,138,138,True,,,
139,139,139,True,,,
140,140,140,True,,,
141,141,141,True,com_141,Do not sell my personal information,Yes
142,142,142,True,dailywire_142,Do not sell or share my personal information,Yes
143,143,143,True,,,
144,144,144,True,,,
145,145,145,True,breitbart_145,Do not sell my personal information,Yes
146,146,146,True,wsj_146,Do not sell or share my personal information,Yes
147,147,147,True,,,
148,148,148,True,com_148,California residents: do not sell my info,Yes
149,149,149,True,com_149,Do not sell or share my personal information,Yes
150,150,150,True,theblaze_150,Do not sell or share my personal information,Yes
151,151,151,True,,,
152,152,152,True,com_152,Do not sell my personal information,Yes
153,153,153,True,,,
154,154,154,True,,,
155,155,155,True,,,
156,156,156,True,washingtonexaminer_156,Do not sell or share my personal information,Yes
157,157,157,True,,,
158,158,158,True,huffpost_158,Do not sell or share my personal information,Yes
159,159,159,True,,,
160,160,160,True,politico_160,Do not sell my personal information,Yes
161,161,161,True,com_161,Do not sell or share my personal information,Yes
162,162,162,True,,,
163,163,163,True,go_163,Do not sell or share my personal information,Yes
164,164,164,True,dailykos_164,Do not sell my personal information,Yes
165,165,165,True,,,
166,166,166,True,com_166,Do not sell my personal information,Yes
167,167,167,True,theatlantic_167,Do not sell my personal information,Yes
168,168,168,True,rawstory_168,Do not sell or share my personal information,Yes
169,169,169,True,nbcnews_169,Do not sell my personal information,Yes
170,170,170,True,salon_170,Do not sell or share my personal information,Yes
171,171,171,True,,,
172,172,172,True,thedailybeast_172,Do not sell or share my personal information,Yes
173,173,173,True,alternet_173,Do not sell or share my personal information,Yes
174,174,174,True,,,
175,175,175,True,,,
176,176,176,True,org_176,Do not sell or share my personal information,Yes
177,177,177,True,,,
178,178,178,True,dailymail_178,Do not sell or share my personal information,Yes
179,179,179,True,com_179,Do not sell or share my personal information,Yes
180,180,180,True,nydailynews_180,Do not sell or share my personal information,Yes
181,181,181,True,,,
182,182,182,True,,,
183,183,183,True,,,
184,184,184,True,latimes_184,Do not sell or share my personal information,Yes
185,185,185,True,,,
186,186,186,True,kickstarter_186,Do not sell my personal information,Yes
187,187,187,True,,,
188,188,188,True,,,
189,189,189,True,,,
190,190,190,True,,,
191,191,191,True,,,
192,192,192,True,,,
193,193,193,True,,,
194,194,194,True,,,
195,195,195,True,,,
196,196,196,True,,,
197,197,197,True,1800petmeds_197,Do not sell my personal information,Yes
198,198,198,True,hillspet_198,Do not sell my personal information,Yes
199,199,199,True,,,
200,200,200,True,,,
201,201,201,True,,,
202,202,202,True,,,
203,203,203,True,,,
204,204,204,True,,,
205,205,205,True,petfinder_205,Do not sell or share my personal information,Yes
206,206,206,True,,,
207,207,207,True,,,
208,208,208,True,,,
209,209,209,True,,,
210,210,210,True,,,
211,211,211,True,,,
212,212,212,True,,,
213,213,213,True,,,
214,214,214,True,backyardchickens_214,Do not sell or share my personal information,Yes
215,215,215,True,dogster_215,Do not sell my personal information,Yes
216,216,216,True,,,
217,217,217,True,com_217,Do not sell or share my personal information,Yes
218,218,218,True,thedodo_218,Do not sell or share my personal information,Yes
219,219,219,True,,,
220,220,220,True,,,
221,221,221,True,,,
222,222,222,True,,,
223,223,223,True,,,
224,224,224,True,scribd_224,Do not sell or share my personal information,Yes
225,225,225,False,,,
226,226,226,True,,,
227,227,227,True,,,
228,228,228,True,,,
229,229,229,True,,,
230,230,230,True,springer_230,Do not sell my personal information,Yes
231,231,231,True,com_231,Do not sell my personal information,Yes
232,232,232,True,,,
233,233,233,True,chegg_233,Do not sell my personal information,Yes
234,234,234,True,,,
235,235,235,True,scholastic_235,Do not sell my personal information,Yes
236,236,236,True,,,
237,237,237,True,,,
238,238,238,True,publishersweekly_238,Do not sell my personal information,Yes
239,239,239,True,,,
240,240,240,True,,,
241,241,241,True,,,
242,242,242,True,,,
243,243,243,True,,,
244,244,244,True,,,
245,245,245,True,,,
246,246,246,True,,,
247,247,247,True,,,
248,248,248,True,,,
249,249,249,True,,,
250,250,250,True,,,
251,251,251,True,,,
252,252,252,True,kobo_252,Do not sell or share my personal information,Yes
253,253,253,True,com_253,,No
254,254,254,True,,,
255,255,255,True,com_255,Do not sell my personal information,Yes
256,256,256,True,,,
257,257,257,True,,,
258,258,258,True,oreilly_258,Do not sell my personal information,Yes
259,259,259,False,,,
260,260,260,True,,,
261,261,261,True,cengage_261,Do not sell my personal information,Yes
262,262,262,True,,,
263,263,263,True,,,
264,264,264,True,,,
265,265,265,True,,,
266,266,266,True,,,
267,267,267,True,,,
268,268,268,True,,,
269,269,269,True,yellowpages_269,Do not sell my personal information,Yes
270,270,270,True,whitepages_270,Do not sell my personal information,Yes
271,271,271,True,com_271,Do not sell my personal information,Yes
272,272,272,True,,,
273,273,273,True,manta_273,Do not sell my personal information,Yes
274,274,274,True,angi_274,Do not sell my personal information,Yes
275,275,275,True,homeadvisor_275,Do not sell my personal information,Yes
276,276,276,True,superpages_276,Do not sell my personal information,Yes
277,277,277,True,thumbtack_277,Do not sell or share my personal information,Yes
278,278,278,True,,,
279,279,279,True,,,
280,280,280,True,addresses_280,Do not sell my personal information,Yes
281,281,281,True,,,
282,282,282,True,,,
283,283,283,True,manta_283,Do not sell my personal information,Yes
284,284,284,True,,,
285,285,285,True,,,
286,286,286,True,,,
287,287,287,True,,,
288,288,288,True,,,
289,289,289,True,boattrader_289,Do not sell my personal information,Yes
290,290,290,True,,,
291,291,291,True,,,
292,292,292,True,,,
293,293,293,True,com_293,Do not sell my personal information,Yes
294,294,294,True,groupon_294,Do not sell or share my personal information,Yes
295,295,295,True,net_295,Do not sell my personal information,Yes
296,296,296,True,retailmenot_296,Do not sell my personal information,Yes
297,297,297,True,,,
298,298,298,True,,,
299,299,299,True,rakuten_299,Do not sell or share my personal information,Yes
300,300,300,True,zulily_300,Do not sell or share my personal information,Yes
301,301,301,True,com_301,Do not sell my personal information,Yes
302,302,302,True,us_302,Do not sell or share my personal information,Yes
303,303,303,True,offers_303,Do not sell my personal information,Yes
304,304,304,True,,,
305,305,305,True,,,
306,306,306,True,,,
307,307,307,True,,,
308,308,308,True,,,
309,309,309,True,,,
310,310,310,True,livingsocial_310,Do not sell or share my personal information,Yes
311,311,311,True,net_311,Do not sell my personal information,Yes
312,312,312,True,bizrate_312,Do not sell my personal information,Yes
313,313,313,True,,,
314,314,314,True,,,
315,315,315,True,,,
316,316,316,True,rakuten_316,Do not sell or share my personal information,Yes
317,317,317,True,,,
318,318,318,True,,,
319,319,319,True,mysimon_319,Do not sell my personal information,Yes
320,320,320,True,,,
321,321,321,True,shop_321,Do not sell my personal information,Yes
322,322,322,True,,,
323,323,323,True,,,
324,324,324,True,,,
325,325,325,True,com_325,Do not sell my personal information,Yes
326,326,326,True,,,
327,327,327,True,,,
328,328,328,True,,,
329,329,329,True,,,
330,330,330,True,,,
331,331,331,True,,,
332,332,332,True,,,
333,333,333,True,,,
334,334,334,True,dollardays_334,Do not sell my personal information,Yes
335,335,335,True,,,
336,336,336,True,,,
337,337,337,True,,,
338,338,338,True,,,
339,339,339,True,,,
340,340,340,True,,,
341,341,341,True,,,
342,342,342,True,,,
343,343,343,True,,,
344,344,344,True,,,
345,345,345,True,,,
346,346,346,True,,,
347,347,347,True,netflix_347,Do not sell or share my personal information,Yes
348,348,348,True,,,
349,349,349,True,,,
350,350,350,True,,,
351,351,351,True,bestbuy_351,Do not sell or share my personal information,Yes
352,352,352,True,,,
353,353,353,True,homedepot_353,Do not sell or share my personal information,Yes
354,354,354,True,etsy_354,Do not sell my personal information,Yes
355,355,355,True,,,
356,356,356,True,groupon_356,Do not sell or share my personal information,Yes
357,357,357,True,macys_357,Do not sell or share my personal information,Yes
358,358,358,True,net_358,Do not sell my personal information,Yes
359,359,359,True,lowes_359,Do not sell or share my personal information,Yes
360,360,360,True,,,
361,361,361,True,,,
362,362,362,True,,,
363,363,363,True,,,
364,364,364,True,kohls_364,Do not sell or share my personal information,Yes
365,365,365,True,jcpenney_365,Do not sell my personal information,Yes
366,366,366,True,sears_366,Do not sell or share my personal information,Yes
367,367,367,True,,,
368,368,368,True,cabelas_368,Do not sell or share my personal information,Yes
369,369,369,True,,,
370,370,370,True,llbean_370,Do not sell or share my personal information,Yes
371,371,371,True,,,
372,372,372,True,bloomingdales_372,Do not sell or share my personal information,Yes
373,373,373,True,,,
374,374,374,True,hsn_374,Do not sell my personal information,Yes
375,375,375,True,biglots_375,Do not sell my personal information,Yes
376,376,376,True,saksfifthavenue_376,Do not sell or share my personal information,Yes
377,377,377,True,,,
378,378,378,True,burlington_378,Do not sell or share my personal information,Yes
379,379,379,True,,,
380,380,380,True,horoscope_380,Do not sell my personal information,Yes
381,381,381,True,space_381,Do not sell my personal information,Yes
382,382,382,True,astrology_382,Do not sell my personal information,Yes
383,383,383,True,,,
384,384,384,True,,,
385,385,385,True,,,
386,386,386,True,,,
387,387,387,True,tarot_387,Do not sell my personal information,Yes
388,388,388,True,,,
389,389,389,True,,,
390,390,390,True,,,
391,391,391,True,,,
392,392,392,True,,,
393,393,393,True,,,
394,394,394,True,,,
395,395,395,True,sunsigns_395,Do not sell my personal information,Yes
396,396,396,True,org_396,Do not sell or share my personal information,Yes
397,397,397,True,,,
398,398,398,True,,,
399,399,399,True,,,
400,400,400,True,nature_400,Do not sell my personal information,Yes
401,401,401,True,,,
402,402,402,True,biomedcentral_402,Do not sell my personal information,Yes
403,403,403,True,innerbody_403,Do not sell my personal information,Yes
404,404,404,True,,,
405,405,405,True,,,
406,406,406,True,,,
407,407,407,True,,,
408,408,408,True,,,
409,409,409,True,,,
410,410,410,True,,,
411,411,411,True,,,
412,412,412,True,,,
413,413,413,True,,,
414,414,414,True,,,
415,415,415,True,,,
416,416,416,True,,,
417,417,417,True,,,
418,418,418,True,,,
419,419,419,True,rsc_419,Do not sell my personal information,Yes
420,420,420,True,webqc_420,Do not sell my personal information,Yes
421,421,421,True,webqc_421,Do not sell my personal information,Yes
422,422,422,True,,,
423,423,423,True,,,
424,424,424,True,,,
425,425,425,True,livescience_425,Do not sell my personal information,Yes
426,426,426,True,nature_426,Do not sell my personal information,Yes
427,427,427,True,,,
428,428,428,True,,,
429,429,429,True,,,
430,430,430,True,,,
431,431,431,True,,,
432,432,432,True,,,
433,433,433,True,,,
434,434,434,True,,,
435,435,435,True,,,
436,436,436,True,,,
437,437,437,True,,,
438,438,438,True,,,
439,439,439,True,,,
440,440,440,True,,,
441,441,441,True,,,
442,442,442,True,,,
443,443,443,True,,,
444,444,444,True,howstuffworks_444,Do not sell my personal information,Yes
445,445,445,True,autodesk_445,Do not sell or share my personal information,Yes
446,446,446,True,space_446,Do not sell my personal information,Yes
447,447,447,True,,,
448,448,448,True,,,
449,449,449,True,,,
450,450,450,True,,,
451,451,451,True,,,
452,452,452,True,,,
453,453,453,True,,,
454,454,454,True,d2l_454,Do not sell my personal information,Yes
455,455,455,True,,,
456,456,456,True,allaboutcircuits_456,,No
457,457,457,True,,,
458,458,458,True,,,
459,459,459,True,,,
460,460,460,True,,,
461,461,461,True,rapidtables_461,Do not sell or share my personal information,Yes
462,462,462,True,,,
463,463,463,True,asknumbers_463,Do not sell my personal information,Yes
464,464,464,True,,,
465,465,465,True,,,
466,466,466,True,,,
467,467,467,True,convertunits_467,Do not sell or share my personal information,Yes
468,468,468,True,,,
469,469,469,True,0calc_469,Do not sell or share my personal information,Yes
470,470,470,True,,,
471,471,471,True,,,
472,472,472,True,metric-conversions_472,Do not sell my personal information,Yes
473,473,473,True,,,
474,474,474,True,,,
475,475,475,True,,,
476,476,476,True,,,
477,477,477,True,,,
478,478,478,True,nba_478,Do not sell my personal information,Yes
479,479,479,True,,,
480,480,480,True,,,
481,481,481,True,com_481,Do not sell or share my personal information,Yes
482,482,482,True,com_482,Do not sell or share my personal information,Yes
483,483,483,True,,,
484,484,484,True,,,
485,485,485,True,,,
486,486,486,True,,,
487,487,487,True,nbcsports_487,Do not sell my personal information,Yes
488,488,488,True,,,
489,489,489,True,,,
490,490,490,True,nflshop_490,Do not sell or share my personal information,Yes
491,491,491,True,,,
492,492,492,True,,,
493,493,493,True,active_493,Do not sell my personal information,Yes
494,494,494,True,,,
495,495,495,True,,,
496,496,496,True,competitor_496,Do not sell my personal information,Yes
497,497,497,True,,,
498,498,498,True,mapmyrun_498,Do not sell my personal information,Yes
499,499,499,True,espn_499,Do not sell or share my personal information,Yes
500,500,500,True,,,
501,501,501,True,90min_501,Do not sell my personal information,Yes
502,502,502,True,si_502,Do not sell my personal information,Yes
503,503,503,True,mlb_503,Do not sell my personal information,Yes
504,504,504,True,,,
505,505,505,True,cbssports_505,Do not sell or share my personal information,Yes
506,506,506,True,,,
507,507,507,True,sbnation_507,Do not sell or share my personal information,Yes
508,508,508,True,cloudflare_508,Do not sell or share my personal information,Yes
509,509,509,True,,,
510,510,510,True,lumen_510,Do not sell or share my personal information,Yes
511,511,511,True,,,
512,512,512,True,,,
513,513,513,True,,,
514,514,514,True,,,
515,515,515,True,,,
516,516,516,True,,,
517,517,517,True,,,
518,518,518,True,,,
519,519,519,True,,,
520,520,520,True,,,
521,521,521,True,,,
522,522,522,True,,,
523,523,523,True,,,
524,524,524,True,,,
525,525,525,True,,,
526,526,526,True,,,
527,527,527,True,,,
528,528,528,True,,,
529,529,529,True,,,
530,530,530,True,,,
531,531,531,True,,,
532,532,532,True,,,
533,533,533,True,,,
534,534,534,True,,,
535,535,535,True,,,
536,536,536,True,,,
537,537,537,True,southwest_537,Do not sell or share my personal information,Yes
538,538,538,True,,,
539,539,539,True,,,
540,540,540,True,,,
541,541,541,True,,,
542,542,542,True,jetblue_542,Do not sell my personal information,Yes
543,543,543,True,,,
544,544,544,True,,,
545,545,545,True,,,
546,546,546,True,,,
547,547,547,True,,,
548,548,548,True,,,
549,549,549,True,,,
550,550,550,True,lufthansa_550,Do not sell my personal information,Yes
551,551,551,True,tripadvisor_551,Do not sell my personal information,Yes
552,552,552,True,,,
553,553,553,True,priceline_553,Do not sell my personal information,Yes
554,554,554,True,lonelyplanet_554,Do not sell or share my personal information,Yes
555,555,555,True,skyscanner_555,Do not sell my personal information,Yes
556,556,556,True,hotwire_556,Do not sell my personal information,Yes
557,557,557,True,cheapoair_557,Do not sell my personal information,Yes
558,558,558,True,,,
559,559,559,True,travelzoo_559,Do not sell or share my personal information,Yes
560,560,560,True,,,
561,561,561,True,,,
562,562,562,True,,,
563,563,563,True,,,
564,564,564,True,airfarewatchdog_564,,No
565,565,565,True,,,
566,566,566,True,onetravel_566,Do not sell my personal information,Yes
567,567,567,True,,,
568,568,568,True,,,
569,569,569,True,,,
570,570,570,True,,,
571,571,571,True,hilton_571,Do not sell my personal information,Yes
572,572,572,True,ihg_572,Do not sell or share my personal information,Yes
573,573,573,True,,,
574,574,574,True,agoda_574,Do not sell or share my personal information,Yes
575,575,575,True,,,
576,576,576,True,choicehotels_576,Do not sell my personal information,Yes
577,577,577,True,,,
578,578,578,True,trivago_578,Do not sell my personal information,Yes
579,579,579,True,thrillist_579,Do not sell or share my personal information,Yes
580,580,580,True,timeout_580,Do not sell my personal information,Yes
581,581,581,True,,,
582,582,582,True,,,
583,583,583,True,travelchannel_583,Do not sell or share my personal information,Yes
584,584,584,True,,,
585,585,585,True,saveur_585,Do not sell my personal information,Yes
586,586,586,True,,,
587,587,587,True,com_587,Do not sell or share my personal information,Yes
588,588,588,True,,,
589,589,589,True,,,
590,590,590,True,,,
591,591,591,True,,,
592,592,592,True,,,
593,593,593,True,bestbuy_593,Do not sell or share my personal information,Yes
594,594,594,True,lg_594,Do not sell or share my personal information,Yes
595,595,595,True,,,
596,596,596,True,panasonic_596,Do not sell my personal information,Yes
597,597,597,True,samsung_597,Do not sell or share my personal information,Yes
598,598,598,True,,,
599,599,599,True,geappliances_599,Do not sell or share my personal information,Yes
600,600,600,True,,,
601,601,601,True,,,
602,602,602,True,whirlpool_602,Do not sell or share my personal information,Yes
603,603,603,True,abt_603,Do not sell my personal information,Yes
604,604,604,True,,,
605,605,605,True,,,
606,606,606,True,,,
607,607,607,True,,,
608,608,608,True,,,
609,609,609,True,,,
610,610,610,True,tomshardware_610,Do not sell my personal information,Yes
611,611,611,True,,,
612,612,612,True,,,
613,613,613,True,cdw_613,Do not sell or share my personal information,Yes
614,614,614,True,,,
615,615,615,True,,,
616,616,616,True,,,
617,617,617,True,,,
618,618,618,True,,,
619,619,619,True,,,
620,620,620,True,,,
621,621,621,True,,,
622,622,622,True,microcenter_622,Do not sell my personal information,Yes
623,623,623,True,,,
624,624,624,True,,,
625,625,625,True,,,
626,626,626,True,,,
627,627,627,True,1ink_627,Do not sell my personal information,Yes
628,628,628,True,avg_628,Do not sell my personal information,Yes
629,629,629,True,norton_629,Do not sell or share my personal information,Yes
630,630,630,True,,,
631,631,631,True,avast_631,Do not sell my personal information,Yes
632,632,632,True,com_632,Do not sell my personal information,Yes
633,633,633,True,,,
634,634,634,True,,,
635,635,635,True,eset_635,Do not sell or share my personal information,Yes
636,636,636,True,avira_636,Do not sell or share my personal information,Yes
637,637,637,True,broadcom_637,Do not sell or share my personal information,Yes
638,638,638,True,,,
639,639,639,True,malwarebytes_639,Do not sell or share my personal information,Yes
640,640,640,True,,,
641,641,641,True,,,
642,642,642,True,,,
643,643,643,True,,,
644,644,644,True,,,
645,645,645,True,trendmicro_645,Do not sell my personal information,Yes
646,646,646,True,,,
647,647,647,True,adobe_647,Do not sell or share my personal information,Yes
648,648,648,True,,,
649,649,649,True,,,
650,650,650,True,,,
651,651,651,True,,,
652,652,652,True,,,
653,653,653,True,,,
654,654,654,True,,,
655,655,655,True,,,
656,656,656,True,oracle_656,Do not sell my personal information,Yes
657,657,657,True,net_657,Do not sell my personal information,Yes
658,658,658,True,,,
659,659,659,True,,,
660,660,660,True,,,
661,661,661,True,,,
662,662,662,True,,,
663,663,663,True,,,
664,664,664,True,cnet_664,Do not sell or share my personal information,Yes
665,665,665,True,tomshardware_665,Do not sell my personal information,Yes
666,666,666,True,theverge_666,Do not sell or share my personal information,Yes
667,667,667,True,,,
668,668,668,True,pcmag_668,Do not sell my personal information,Yes
669,669,669,True,,,
670,670,670,True,digitaltrends_670,Do not sell or share my personal information,Yes
671,671,671,True,imore_671,Do not sell my personal information,Yes
672,672,672,True,,,
673,673,673,True,tomsguide_673,Do not sell my personal information,Yes
674,674,674,True,pcworld_674,California residents: do not sell my info,Yes
675,675,675,True,consumerreports_675,Do not sell or share my personal information,Yes
676,676,676,True,techadvisor_676,California residents: do not sell my info,Yes
677,677,677,True,toptenreviews_677,Do not sell my personal information,Yes
678,678,678,True,,,
679,679,679,True,zdnet_679,Do not sell or share my personal information,Yes
680,680,680,True,vox_680,Do not sell or share my personal information,Yes
681,681,681,True,net_681,Do not sell my personal information,Yes
682,682,682,True,,,
683,683,683,True,,,
684,684,684,True,,,
685,685,685,True,asos_685,Do not sell my personal information,Yes
686,686,686,True,,,
687,687,687,True,hm_687,Do not sell or share my personal information,Yes
688,688,688,True,victoriassecret_688,Do not sell or share my personal information,Yes
689,689,689,True,,,
690,690,690,True,forever21_690,Do not sell my personal information,Yes
691,691,691,True,gap_691,Do not sell or share my personal information,Yes
692,692,692,True,zara_692,Do not sell or share my personal information,Yes
693,693,693,True,,,
694,694,694,True,urbanoutfitters_694,Do not sell my personal information,Yes
695,695,695,True,,,
696,696,696,True,,,
697,697,697,True,,,
698,698,698,True,,,
699,699,699,True,llbean_699,Do not sell or share my personal information,Yes
700,700,700,True,ae_700,Do not sell or share my personal information,Yes
701,701,701,True,,,
702,702,702,True,zulily_702,Do not sell or share my personal information,Yes
703,703,703,True,pandora_703,Do not sell or share my personal information,Yes
704,704,704,True,ralphlauren_704,Do not sell my personal information,Yes
705,705,705,True,,,
706,706,706,True,zales_706,Do not sell my personal information,Yes
707,707,707,True,,,
708,708,708,True,kay_708,Do not sell my personal information,Yes
709,709,709,True,fossil_709,Do not sell my personal information,Yes
710,710,710,True,toryburch_710,Do not sell or share my personal information,Yes
711,711,711,True,,,
712,712,712,True,,,
713,713,713,True,swarovski_713,Do not sell my personal information,Yes
714,714,714,True,,,
715,715,715,True,katespade_715,Do not sell or share my personal information,Yes
716,716,716,True,,,
717,717,717,True,coach_717,Do not sell or share my personal information,Yes
718,718,718,True,jared_718,Do not sell my personal information,Yes
719,719,719,True,tiffany_719,Do not sell my personal information,Yes
720,720,720,True,,,
721,721,721,True,victoriassecret_721,Do not sell or share my personal information,Yes
722,722,722,True,yandy_722,Do not sell or share my personal information,Yes
723,723,723,True,venus_723,Do not sell my personal information,Yes
724,724,724,True,,,
725,725,725,True,,,
726,726,726,True,,,
727,727,727,True,,,
728,728,728,True,,,
729,729,729,True,,,
730,730,730,True,,,
731,731,731,True,,,
732,732,732,True,,,
733,733,733,True,3wishes_733,Do not sell my personal information,Yes
734,734,734,True,,,
735,735,735,True,,,
736,736,736,True,,,
737,737,737,True,com_737,Do not sell my personal information,Yes
738,738,738,True,josbank_738,Do not sell or share my personal information,Yes
739,739,739,True,menswearhouse_739,Do not sell or share my personal information,Yes
740,740,740,True,,,
741,741,741,True,,,
742,742,742,True,dxl_742,Do not sell my personal information,Yes
743,743,743,False,,,
744,744,744,True,,,
745,745,745,True,,,
746,746,746,True,,,
747,747,747,True,paulfredrick_747,Do not sell or share my personal information,Yes
748,748,748,True,,,
749,749,749,True,,,
750,750,750,True,,,
751,751,751,True,,,
752,752,752,True,,,
753,753,753,True,,,
754,754,754,True,,,
755,755,755,True,haggar_755,Do not sell or share my personal information,Yes
756,756,756,True,,,
757,757,757,True,sorel_757,California residents: do not sell my info,Yes
758,758,758,True,underarmour_758,Do not sell my personal information,Yes
759,759,759,True,dsw_759,Do not sell or share my personal information,Yes
760,760,760,True,,,
761,761,761,True,finishline_761,Do not sell or share my personal information,Yes
762,762,762,True,,,
763,763,763,True,,,
764,764,764,True,,,
765,765,765,True,,,
766,766,766,True,colehaan_766,Do not sell my personal information,Yes
767,767,767,True,,,
