,Index,Url rendered,Actual url,page jump
33,483,eu.usatoday.com/sports/,https://hoopshype.com/,yes
93,245,sulseerg.com/?|=02GYUEFO3sEAaUR&S=$167,http://ebook3000.com/,yes
122,665,us.msi.com/Landing/2023-13th-rtx40-gaming,https://www.tomshardware.com/,yes
177,488,verizon.com/stores/,https://www.patriots.com/,yes
