,Index,Text,Dates
350,462,No,"['2023-03-05', '2023-03-30']"
351,463,Do not sell,"['2023-03-05', '2023-03-30']"
352,464,No,"['2023-03-05', '2023-03-30']"
353,465,No,"['2023-03-05', '2023-03-30']"
354,466,No,"['2023-03-05', '2023-03-30']"
355,467,Do not sell,"['2023-03-05', '2023-03-30']"
356,468,No,"['2023-03-05', '2023-03-30']"
357,470,No,"['2023-03-05', '2023-03-30']"
358,471,No,"['2023-03-05', '2023-03-30']"
359,472,Do not sell,"['2023-03-05', '2023-03-30']"
360,473,No,"['2023-03-05', '2023-03-30']"
361,474,No,"['2023-03-05', '2023-03-30']"
362,475,No,"['2023-03-05', '2023-03-30']"
363,476,No,"['2023-03-05', '2023-03-30']"
364,477,No,"['2023-03-05', '2023-03-30']"
365,478,Do not sell,"['2023-03-05', '2023-03-30']"
366,479,No,"['2023-03-05', '2023-03-30']"
367,480,No,"['2023-03-05', '2023-03-30']"
368,481,Do not sell or share,"['2023-03-05', '2023-03-30']"
369,482,Do not sell or share,"['2023-03-05', '2023-03-30']"
370,484,No,"['2023-03-05', '2023-03-30']"
371,486,No,"['2023-03-05', '2023-03-30']"
372,490,Do not sell or share,"['2023-03-05', '2023-03-30']"
373,491,No,"['2023-03-05', '2023-03-30']"
374,494,No,"['2023-03-05', '2023-03-30']"
375,495,No,"['2023-03-05', '2023-03-30']"
376,496,Do not sell,"['2023-03-05', '2023-03-30']"
377,497,No,"['2023-03-05', '2023-03-30']"
378,498,Do not sell,"['2023-03-05', '2023-03-30']"
379,499,Ambiguous,"['2023-03-05', '2023-03-30']"
380,502,Do not sell,"['2023-03-05', '2023-03-30']"
381,503,Ambiguous,"['2023-03-05', '2023-03-30']"
382,505,Do not sell,"['2023-03-05', '2023-03-30']"
383,506,No,"['2023-03-05', '2023-03-30']"
384,507,Do not sell or share,"['2023-03-05', '2023-03-30']"
385,508,Do not sell,"['2023-03-05', '2023-03-30']"
386,509,No,"['2023-03-05', '2023-03-30']"
387,510,Do not sell,"['2023-03-05', '2023-03-30']"
388,511,No,"['2023-03-05', '2023-03-30']"
389,512,No,"['2023-03-05', '2023-03-30']"
390,513,No,"['2023-03-05', '2023-03-30']"
391,514,No,"['2023-03-05', '2023-03-30']"
392,515,No,"['2023-03-05', '2023-03-30']"
393,516,No,"['2023-03-05', '2023-03-30']"
394,517,No,"['2023-03-05', '2023-03-30']"
395,518,No,"['2023-03-05', '2023-03-30']"
396,519,No,"['2023-03-05', '2023-03-30']"
397,520,No,"['2023-03-05', '2023-03-30']"
398,521,No,"['2023-03-05', '2023-03-30']"
399,522,No,"['2023-03-05', '2023-03-30']"
400,523,No,"['2023-03-05', '2023-03-30']"
401,526,No,"['2023-03-05', '2023-03-30']"
402,527,No,"['2023-03-05', '2023-03-30']"
403,528,No,"['2023-03-05', '2023-03-30']"
404,529,No,"['2023-03-05', '2023-03-30']"
405,531,No,"['2023-03-05', '2023-03-30']"
406,532,No,"['2023-03-05', '2023-03-30']"
407,533,No,"['2023-03-05', '2023-03-30']"
408,534,No,"['2023-03-05', '2023-03-30']"
409,535,No,"['2023-03-05', '2023-03-30']"
410,536,No,"['2023-03-05', '2023-03-30']"
411,537,Do not sell or share,"['2023-03-05', '2023-03-30']"
412,538,No,"['2023-03-05', '2023-03-30']"
413,539,No,"['2023-03-05', '2023-03-30']"
