,Index,Url rendered,Actual url,page jump
31,483,kia.com/us/en/kia-collective/Vision/big-game-,https://hoopshype.com/,Possible
58,900,honeybook.com/getstarted?utm_source=drib,https://dribbble.com/,Possible
61,673,att.com/buy/phones/browse/samsung/?sourc,https://www.tomsguide.com/,Possible
65,610,asrock.com/Graphics-Card/#tRX7900XTX,https://www.tomshardware.com/,Possible
113,467,hotelxcaret.com/en/hotel-xcaret-mexico/?utr,https://www.convertunits.com/,Possible
155,162,sho.com/the-12th-victim?s_cid=da-docs-DCM,https://www.rollingstone.com/,Possible
193,554,instagram.com/richardwhitetravels/,https://www.lonelyplanet.com/,Possible
