,Index,Text,Dates
122,125,Do not sell,"['2023-02-16', '2023-02-21']"
123,126,Do not sell or share,"['2023-02-16', '2023-02-21']"
124,127,No,"['2023-02-16', '2023-02-21']"
125,128,No,"['2023-02-16', '2023-02-21']"
126,129,No,"['2023-02-16', '2023-02-21']"
127,130,Do not sell or share,['2023-02-21']
128,131,Do not sell,"['2023-02-16', '2023-02-21']"
129,132,Do not sell,"['2023-02-16', '2023-02-21']"
130,133,No,['2023-02-21']
131,134,No,"['2023-02-16', '2023-02-21']"
132,135,Do not sell,"['2023-02-16', '2023-02-21']"
133,136,Do not sell or share,"['2023-02-16', '2023-02-21']"
134,137,Do not sell,"['2023-02-16', '2023-02-21']"
135,138,No,"['2023-02-16', '2023-02-21']"
136,139,No,"['2023-02-16', '2023-02-21']"
137,140,No,"['2023-02-16', '2023-02-21']"
138,141,Do not sell or share,['2023-02-21']
139,142,Do not sell or share,['2023-02-21']
140,143,No,"['2023-02-16', '2023-02-21']"
141,144,No,"['2023-02-16', '2023-02-21']"
142,145,No,['2023-02-21']
143,146,No,"['2023-02-16', '2023-02-21']"
144,147,No,"['2023-02-16', '2023-02-21']"
145,148,Do not sell,"['2023-02-16', '2023-02-21']"
146,149,No,"['2023-02-16', '2023-02-21']"
147,150,Do not sell or share,"['2023-02-16', '2023-02-21']"
148,151,No,"['2023-02-16', '2023-02-21']"
149,153,No,"['2023-02-16', '2023-02-21']"
150,154,No,['2023-02-21']
151,155,No,"['2023-02-16', '2023-02-21']"
152,156,No,"['2023-02-16', '2023-02-21']"
153,157,No,"['2023-02-16', '2023-02-21']"
154,158,Do not sell or share,"['2023-02-16', '2023-02-21']"
155,159,No,"['2023-02-16', '2023-02-21']"
156,160,Do not sell,"['2023-02-16', '2023-02-21']"
157,161,No,"['2023-02-16', '2023-02-21']"
158,162,No,"['2023-02-16', '2023-02-21']"
159,163,Do not sell or share,"['2023-02-16', '2023-02-21']"
160,164,Do not sell,"['2023-02-16', '2023-02-21']"
161,165,No,"['2023-02-16', '2023-02-21']"
162,166,Do not sell,"['2023-02-16', '2023-02-21']"
163,167,Do not sell or share,"['2023-02-16', '2023-02-21']"
164,168,No,"['2023-02-16', '2023-02-21']"
165,169,Do not sell,"['2023-02-16', '2023-02-21']"
166,170,No,"['2023-02-16', '2023-02-21']"
167,171,No,"['2023-02-16', '2023-02-21']"
168,172,No,"['2023-02-16', '2023-02-21']"
169,173,No,"['2023-02-16', '2023-02-21']"
170,174,No,"['2023-02-16', '2023-02-21']"
171,175,No,"['2023-02-16', '2023-02-21']"
172,176,Do not sell or share,"['2023-02-16', '2023-02-21']"
173,177,No,"['2023-02-16', '2023-02-21']"
174,178,Do not sell or share,"['2023-02-16', '2023-02-21']"
175,179,Do not sell or share,"['2023-02-16', '2023-02-21']"
176,180,Do not sell or share,"['2023-02-16', '2023-02-21']"
177,181,No,"['2023-02-16', '2023-02-21']"
178,182,No,"['2023-02-16', '2023-02-21']"
179,183,No,"['2023-02-16', '2023-02-21']"
180,184,Do not sell or share,"['2023-02-16', '2023-02-21']"
181,185,No,"['2023-02-16', '2023-02-21']"
182,186,Do not sell,"['2023-02-16', '2023-02-21']"
183,187,No,"['2023-02-16', '2023-02-21']"
184,188,No,"['2023-02-16', '2023-02-21']"
185,189,No,"['2023-02-16', '2023-02-21']"
186,190,No,"['2023-02-16', '2023-02-21']"
187,191,No,"['2023-02-16', '2023-02-21']"
188,192,No,"['2023-02-16', '2023-02-21']"
189,193,No,"['2023-02-16', '2023-02-21']"
190,194,No,"['2023-02-16', '2023-02-21']"
191,196,No,['2023-02-21']
192,197,No,"['2023-02-16', '2023-02-21']"
193,198,Do not sell,"['2023-02-16', '2023-02-21']"
194,199,No,"['2023-02-16', '2023-02-21']"
195,200,No,"['2023-02-16', '2023-02-21']"
196,201,No,['2023-02-21']
197,202,No,"['2023-02-16', '2023-02-21']"
198,203,No,"['2023-02-16', '2023-02-21']"
199,204,No,"['2023-02-16', '2023-02-21']"
200,205,Do not sell or share,"['2023-02-16', '2023-02-21']"
201,207,No,"['2023-02-16', '2023-02-21']"
202,208,No,['2023-02-21']
203,209,No,"['2023-02-16', '2023-02-21']"
204,210,No,"['2023-02-16', '2023-02-21']"
205,211,No,"['2023-02-16', '2023-02-21']"
206,212,No,"['2023-02-16', '2023-02-21']"
207,213,No,"['2023-02-16', '2023-02-21']"
208,214,Do not sell or share,"['2023-02-16', '2023-02-21']"
209,215,Do not sell,"['2023-02-16', '2023-02-21']"
210,216,No,"['2023-02-16', '2023-02-21']"
211,217,Do not sell or share,"['2023-02-16', '2023-02-21']"
212,218,Do not sell or share,"['2023-02-16', '2023-02-21']"
213,219,No,['2023-02-21']
214,220,No,"['2023-02-16', '2023-02-21']"
215,221,No,"['2023-02-16', '2023-02-21']"
216,222,No,"['2023-02-16', '2023-02-21']"
217,223,No,"['2023-02-16', '2023-02-21']"
218,224,Do not sell or share,['2023-02-16']
219,226,No,"['2023-02-16', '2023-02-21']"
220,227,No,"['2023-02-16', '2023-02-21']"
221,228,No,['2023-02-21']
222,229,No,"['2023-02-16', '2023-02-21']"
223,230,Do not sell,"['2023-02-16', '2023-02-21']"
224,231,No,"['2023-02-16', '2023-02-21']"
225,232,No,"['2023-02-16', '2023-02-21']"
226,233,Do not sell,"['2023-02-16', '2023-02-21']"
227,234,No,"['2023-02-16', '2023-02-21']"
228,235,Do not sell,"['2023-02-16', '2023-02-21']"
229,236,No,['2023-02-21']
230,237,No,"['2023-02-16', '2023-02-21']"
231,238,Do not sell,"['2023-02-16', '2023-02-21']"
232,239,No,"['2023-02-16', '2023-02-21']"
233,240,No,"['2023-02-16', '2023-02-21']"
234,241,No,"['2023-02-16', '2023-02-21']"
235,242,No,"['2023-02-16', '2023-02-21']"
236,243,No,"['2023-02-16', '2023-02-21']"
237,244,No,"['2023-02-16', '2023-02-21']"
238,245,No,['2023-02-21']
239,246,No,"['2023-02-16', '2023-02-21']"
240,247,No,"['2023-02-16', '2023-02-21']"
241,248,No,"['2023-02-16', '2023-02-21']"
242,249,No,"['2023-02-16', '2023-02-21']"
243,250,No,"['2023-02-16', '2023-02-21']"
244,251,No,"['2023-02-16', '2023-02-21']"
245,252,Do not sell,"['2023-02-16', '2023-02-21']"
246,253,Ambiguous,"['2023-02-16', '2023-02-21']"
247,254,No,"['2023-02-16', '2023-02-21']"
248,255,Do not sell,"['2023-02-16', '2023-02-21']"
249,256,No,"['2023-02-16', '2023-02-21']"
250,257,No,"['2023-02-16', '2023-02-21']"
251,258,Do not sell,"['2023-02-16', '2023-02-21']"
252,260,No,['2023-02-16']
253,261,Do not sell,"['2023-02-16', '2023-02-21']"
254,262,No,"['2023-02-16', '2023-02-21']"
255,263,No,"['2023-02-16', '2023-02-21']"
256,264,No,"['2023-02-16', '2023-02-21']"
257,265,No,"['2023-02-16', '2023-02-21']"
258,266,No,['2023-02-21']
259,267,No,"['2023-02-16', '2023-02-21']"
260,268,No,"['2023-02-16', '2023-02-21']"
261,269,Do not sell,"['2023-02-16', '2023-02-21']"
262,270,No,"['2023-02-16', '2023-02-21']"
263,271,No,"['2023-02-16', '2023-02-21']"
264,272,No,"['2023-02-16', '2023-02-21']"
265,273,No,"['2023-02-16', '2023-02-21']"
266,274,Do not sell,"['2023-02-16', '2023-02-21']"
267,275,Do not sell,"['2023-02-16', '2023-02-21']"
268,276,Do not sell,"['2023-02-16', '2023-02-21']"
269,277,Do not sell,"['2023-02-16', '2023-02-21']"
270,278,No,"['2023-02-16', '2023-02-21']"
271,279,No,"['2023-02-16', '2023-02-21']"
272,280,Do not sell,['2023-02-21']
273,281,No,"['2023-02-16', '2023-02-21']"
274,282,No,"['2023-02-16', '2023-02-21']"
275,283,No,"['2023-02-16', '2023-02-21']"
276,284,No,"['2023-02-16', '2023-02-21']"
277,285,No,"['2023-02-16', '2023-02-21']"
278,286,No,"['2023-02-16', '2023-02-21']"
279,287,No,"['2023-02-16', '2023-02-21']"
280,288,No,"['2023-02-16', '2023-02-21']"
281,289,Do not sell,"['2023-02-16', '2023-02-21']"
282,290,No,"['2023-02-16', '2023-02-21']"
283,291,No,"['2023-02-16', '2023-02-21']"
284,292,No,"['2023-02-16', '2023-02-21']"
285,293,Do not sell,"['2023-02-16', '2023-02-21']"
286,294,Ambiguous,"['2023-02-16', '2023-02-21']"
287,295,Do not sell,"['2023-02-16', '2023-02-21']"
288,296,Do not sell,"['2023-02-16', '2023-02-21']"
289,297,No,"['2023-02-16', '2023-02-21']"
290,298,No,"['2023-02-16', '2023-02-21']"
291,299,Do not sell,"['2023-02-16', '2023-02-21']"
292,300,Do not sell or share,"['2023-02-16', '2023-02-21']"
293,301,Do not sell,"['2023-02-16', '2023-02-21']"
294,302,Do not sell or share,"['2023-02-16', '2023-02-21']"
295,303,Do not sell,"['2023-02-16', '2023-02-21']"
296,304,No,"['2023-02-16', '2023-02-21']"
297,305,No,"['2023-02-16', '2023-02-21']"
298,306,No,"['2023-02-16', '2023-02-21']"
299,307,No,"['2023-02-16', '2023-02-21']"
300,308,No,"['2023-02-16', '2023-02-21']"
301,309,No,"['2023-02-16', '2023-02-21']"
302,310,Ambiguous,"['2023-02-16', '2023-02-21']"
303,311,Do not sell,"['2023-02-16', '2023-02-21']"
304,312,Do not sell,"['2023-02-16', '2023-02-21']"
305,313,No,"['2023-02-16', '2023-02-21']"
306,314,No,"['2023-02-16', '2023-02-21']"
307,315,No,"['2023-02-16', '2023-02-21']"
308,316,Do not sell,"['2023-02-16', '2023-02-21']"
309,317,No,"['2023-02-16', '2023-02-21']"
310,318,No,"['2023-02-16', '2023-02-21']"
311,319,Do not sell,"['2023-02-16', '2023-02-21']"
312,320,No,"['2023-02-16', '2023-02-21']"
313,321,Do not sell,"['2023-02-16', '2023-02-21']"
314,322,No,"['2023-02-16', '2023-02-21']"
315,323,No,"['2023-02-16', '2023-02-21']"
316,324,No,['2023-02-21']
317,325,Do not sell,"['2023-02-16', '2023-02-21']"
318,326,No,"['2023-02-16', '2023-02-21']"
319,327,No,"['2023-02-16', '2023-02-21']"
320,328,No,"['2023-02-16', '2023-02-21']"
321,329,No,"['2023-02-16', '2023-02-21']"
322,330,No,"['2023-02-16', '2023-02-21']"
323,331,No,"['2023-02-16', '2023-02-21']"
324,332,No,"['2023-02-16', '2023-02-21']"
325,333,No,"['2023-02-16', '2023-02-21']"
326,334,Do not sell,"['2023-02-16', '2023-02-21']"
327,335,No,"['2023-02-16', '2023-02-21']"
328,336,No,"['2023-02-16', '2023-02-21']"
329,338,No,"['2023-02-16', '2023-02-21']"
330,339,No,"['2023-02-16', '2023-02-21']"
331,340,No,"['2023-02-16', '2023-02-21']"
332,341,No,"['2023-02-16', '2023-02-21']"
333,342,No,"['2023-02-16', '2023-02-21']"
334,343,No,['2023-02-21']
335,344,No,"['2023-02-16', '2023-02-21']"
336,345,No,"['2023-02-16', '2023-02-21']"
337,346,No,"['2023-02-16', '2023-02-21']"
338,347,Do not sell or share,"['2023-02-16', '2023-02-21']"
339,348,No,"['2023-02-16', '2023-02-21']"
340,349,No,"['2023-02-16', '2023-02-21']"
341,350,No,['2023-02-21']
342,351,Do not sell or share,"['2023-02-16', '2023-02-21']"
343,352,No,"['2023-02-16', '2023-02-21']"
344,353,Do not sell or share,"['2023-02-16', '2023-02-21']"
345,354,No,"['2023-02-16', '2023-02-21']"
346,355,No,"['2023-02-16', '2023-02-21']"
347,356,Ambiguous,"['2023-02-16', '2023-02-21']"
348,357,Do not sell or share,"['2023-02-16', '2023-02-21']"
349,358,Do not sell,"['2023-02-16', '2023-02-21']"
350,361,No,"['2023-02-16', '2023-02-21']"
351,362,No,"['2023-02-16', '2023-02-21']"
352,364,Do not sell or share,"['2023-02-16', '2023-02-21']"
353,366,Do not sell,"['2023-02-16', '2023-02-21']"
354,367,No,"['2023-02-16', '2023-02-21']"
355,368,Do not sell or share,"['2023-02-16', '2023-02-21']"
356,369,No,"['2023-02-16', '2023-02-21']"
357,370,No,"['2023-02-16', '2023-02-21']"
358,371,No,"['2023-02-16', '2023-02-21']"
359,372,Do not sell or share,"['2023-02-16', '2023-02-21']"
360,373,Do not sell,"['2023-02-16', '2023-02-21']"
361,374,No,"['2023-02-16', '2023-02-21']"
362,375,Do not sell,"['2023-02-16', '2023-02-21']"
363,376,No,"['2023-02-16', '2023-02-21']"
364,378,Do not sell or share,['2023-02-21']
365,379,No,"['2023-02-16', '2023-02-21']"
366,380,Do not sell,"['2023-02-16', '2023-02-21']"
367,382,Do not sell,"['2023-02-16', '2023-02-21']"
368,383,No,"['2023-02-16', '2023-02-21']"
369,384,No,"['2023-02-16', '2023-02-21']"
370,385,No,"['2023-02-16', '2023-02-21']"
371,386,No,"['2023-02-16', '2023-02-21']"
372,387,Do not sell,"['2023-02-16', '2023-02-21']"
373,388,No,"['2023-02-16', '2023-02-21']"
374,389,No,"['2023-02-16', '2023-02-21']"
375,390,No,"['2023-02-16', '2023-02-21']"
376,391,No,['2023-02-21']
377,392,No,"['2023-02-16', '2023-02-21']"
378,393,No,"['2023-02-16', '2023-02-21']"
379,394,No,"['2023-02-16', '2023-02-21']"
380,395,Do not sell,['2023-02-21']
381,396,Do not sell or share,"['2023-02-16', '2023-02-21']"
382,397,No,"['2023-02-16', '2023-02-21']"
383,398,No,"['2023-02-16', '2023-02-21']"
384,399,No,"['2023-02-16', '2023-02-21']"
385,400,Do not sell,"['2023-02-16', '2023-02-21']"
386,401,No,"['2023-02-16', '2023-02-21']"
387,402,Do not sell,"['2023-02-16', '2023-02-21']"
388,403,Do not sell,"['2023-02-16', '2023-02-21']"
389,404,No,['2023-02-21']
390,405,No,"['2023-02-16', '2023-02-21']"
391,406,No,"['2023-02-16', '2023-02-21']"
392,407,No,['2023-02-21']
393,408,No,"['2023-02-16', '2023-02-21']"
394,409,No,"['2023-02-16', '2023-02-21']"
395,410,No,"['2023-02-16', '2023-02-21']"
396,411,No,"['2023-02-16', '2023-02-21']"
397,412,No,"['2023-02-16', '2023-02-21']"
398,413,No,"['2023-02-16', '2023-02-21']"
399,414,No,['2023-02-21']
400,415,No,"['2023-02-16', '2023-02-21']"
401,416,No,"['2023-02-16', '2023-02-21']"
402,417,No,"['2023-02-16', '2023-02-21']"
403,418,No,"['2023-02-16', '2023-02-21']"
404,419,No,"['2023-02-16', '2023-02-21']"
405,420,Do not sell,"['2023-02-16', '2023-02-21']"
406,421,Do not sell,"['2023-02-16', '2023-02-21']"
407,422,No,"['2023-02-16', '2023-02-21']"
408,423,No,"['2023-02-16', '2023-02-21']"
409,424,No,"['2023-02-16', '2023-02-21']"
410,426,Do not sell,"['2023-02-16', '2023-02-21']"
411,427,No,"['2023-02-16', '2023-02-21']"
412,428,Do not sell,"['2023-02-16', '2023-02-21']"
413,429,No,"['2023-02-16', '2023-02-21']"
414,430,No,"['2023-02-16', '2023-02-21']"
415,431,No,"['2023-02-16', '2023-02-21']"
416,432,No,"['2023-02-16', '2023-02-21']"
417,434,No,"['2023-02-16', '2023-02-21']"
418,435,No,"['2023-02-16', '2023-02-21']"
419,436,No,"['2023-02-16', '2023-02-21']"
420,437,No,"['2023-02-16', '2023-02-21']"
421,438,No,"['2023-02-16', '2023-02-21']"
422,439,No,['2023-02-21']
423,440,No,"['2023-02-16', '2023-02-21']"
424,441,No,"['2023-02-16', '2023-02-21']"
425,442,No,"['2023-02-16', '2023-02-21']"
426,443,No,"['2023-02-16', '2023-02-21']"
427,444,Do not sell,"['2023-02-16', '2023-02-21']"
428,445,Do not sell or share,['2023-02-21']
429,447,No,"['2023-02-16', '2023-02-21']"
430,448,No,"['2023-02-16', '2023-02-21']"
431,449,No,"['2023-02-16', '2023-02-21']"
432,450,No,"['2023-02-16', '2023-02-21']"
433,451,No,"['2023-02-16', '2023-02-21']"
434,452,No,"['2023-02-16', '2023-02-21']"
435,453,No,['2023-02-21']
436,454,Do not sell,"['2023-02-16', '2023-02-21']"
437,455,No,['2023-02-21']
438,456,No,"['2023-02-16', '2023-02-21']"
439,457,No,"['2023-02-16', '2023-02-21']"
440,458,No,"['2023-02-16', '2023-02-21']"
441,459,No,"['2023-02-16', '2023-02-21']"
442,460,No,"['2023-02-16', '2023-02-21']"
443,463,No,"['2023-02-16', '2023-02-21']"
444,464,No,"['2023-02-16', '2023-02-21']"
445,465,No,"['2023-02-16', '2023-02-21']"
446,466,No,"['2023-02-16', '2023-02-21']"
447,467,No,['2023-02-16']
448,468,No,"['2023-02-16', '2023-02-21']"
449,469,No,"['2023-02-16', '2023-02-21']"
450,470,No,"['2023-02-16', '2023-02-21']"
451,471,No,"['2023-02-16', '2023-02-21']"
452,472,No,"['2023-02-16', '2023-02-21']"
453,473,No,"['2023-02-16', '2023-02-21']"
454,474,No,"['2023-02-16', '2023-02-21']"
455,475,No,"['2023-02-16', '2023-02-21']"
456,476,No,"['2023-02-16', '2023-02-21']"
457,477,No,"['2023-02-16', '2023-02-21']"
458,478,Do not sell,"['2023-02-16', '2023-02-21']"
459,479,No,"['2023-02-16', '2023-02-21']"
460,480,No,"['2023-02-16', '2023-02-21']"
461,481,Do not sell or share,"['2023-02-16', '2023-02-21']"
462,482,Do not sell or share,"['2023-02-16', '2023-02-21']"
463,484,No,"['2023-02-16', '2023-02-21']"
464,485,No,"['2023-02-16', '2023-02-21']"
465,486,No,"['2023-02-16', '2023-02-21']"
466,487,Do not sell,"['2023-02-16', '2023-02-21']"
467,488,No,"['2023-02-16', '2023-02-21']"
468,489,No,"['2023-02-16', '2023-02-21']"
469,490,Do not sell or share,"['2023-02-16', '2023-02-21']"
470,491,No,"['2023-02-16', '2023-02-21']"
471,492,No,"['2023-02-16', '2023-02-21']"
472,493,Ambiguous,"['2023-02-16', '2023-02-21']"
473,494,No,"['2023-02-16', '2023-02-21']"
474,495,No,"['2023-02-16', '2023-02-21']"
475,496,No,['2023-02-21']
476,497,No,"['2023-02-16', '2023-02-21']"
477,498,Do not sell,"['2023-02-16', '2023-02-21']"
478,499,Ambiguous,"['2023-02-16', '2023-02-21']"
479,500,No,"['2023-02-16', '2023-02-21']"
480,501,No,"['2023-02-16', '2023-02-21']"
481,502,No,"['2023-02-16', '2023-02-21']"
482,503,Do not sell,"['2023-02-16', '2023-02-21']"
483,504,No,"['2023-02-16', '2023-02-21']"
484,505,Do not sell,['2023-02-21']
485,506,No,['2023-02-21']
486,507,Do not sell or share,"['2023-02-16', '2023-02-21']"
487,508,Do not sell,"['2023-02-16', '2023-02-21']"
488,509,No,"['2023-02-16', '2023-02-21']"
489,510,No,"['2023-02-16', '2023-02-21']"
490,511,No,"['2023-02-16', '2023-02-21']"
491,512,No,"['2023-02-16', '2023-02-21']"
