,Index,Filename,Do not sell,Privacy Choice,Opt out,For CA,Do not share
0,894,education_894,[],[],['Opt Out'],[],[]
1,1079,ehealthinsurance_1079,[],[],[],[],[]
2,1005,shutterstock_1005,[],[],[],[],[]
3,928,co_928,[],[],[],[],[]
4,803,com_803,[],[],[],[],[]
5,820,audiusa_820,['Do Not Sell or Share My Personal Information'],[],"['If you have blocked cookies through your browser settings, we will be unable to comply with your Preference Center opt out request.']",[],[]
6,697,ssense_697,[],[],[],[],[]
7,1025,bizjournals_1025,[],['Your Privacy Choices'],"['If you are a consumer in certain U.S. states you may have the right to opt out of targeted advertising and our “sale” (as that term is defined under applicable law) of your personal information.  If you do not see an ability to opt out below, your detected location is outside of a region with an applicable privacy law.  For more information on our privacy practices, read our ']",[],[]
8,935,geeksforgeeks_935,[],[],[],[],[]
9,846,avon_846,[],[],[],[],[]
10,1065,acg_1065,[],[],[],[],[]
11,675,consumerreports_675,[' Do Not Sell or Share My Personal Information '],[],"['Opt Out of Facebook Commenting', '\nFollow these directions to opt out of ', 'Directions to Opt Out of Facebook Commenting', 'CR shares personal information with third parties through the use of third party tracking technologies (or cookies) for online users and through sharing certain information about print members for marketing purposes. We do this to help support our nonprofit mission and do not accept third party advertising. But we understand that you may prefer that we not share your information in these ways. Here is how you can opt out of this type of data sharing:\n', ' If you are a Print or All-Access Member and receive Consumer Reports magazine or Consumer Reports on Health through the mail, we may share your name and mailing address for direct mail purposes with selected companies offering products or services that we believe will be of interest to you. We do this to improve our customer list and help support our mission. If you prefer not to receive these offers, please click the Opt Out link ']",[],[]
12,990,stubhub_990,[],[],[],[],[]
13,1047,pnc_1047,[],[],[],['Read a summary of privacy rights for California residents'],[]
14,838,ulta_838,[''],[],[],[],[]
15,866,harpersbazaar_866,[],"['', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads', 'Your Privacy Choices']","['', 'DAA Industry Opt Out', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads']",[],[]
16,616,nvidia_616,[],[],[],[],[]
17,700,ae_700,['Do Not Sell or Share My Personal Information'],[],"['You have the right under certain state privacy laws to opt-out of the “sale” and “sharing” of your personal information. These cookies collect information that may be “sold” or “shared” to perform analytics and to personalize your experience with targeted ads. You may exercise your right to opt out of the “sale” or “sharing” of personal information by using this toggle switch. Opting-out of “sales” and “sharing” will not prevent you from receiving marketing and advertising, but it will be less tailored and useful to you.\n\nIf you have enabled privacy controls on your browser (such as a plugin), we will recognize that as a valid request to opt-out and will not be able to track your activity through the web. This may affect our ability to personalize ads according to your preferences. Additionally, you may opt-out of ""sales"" and ""sharing"" via non-cookie-related methods by visiting our Privacy Rights Center.']",[],[]
18,989,amctheatres_989,[],[],[],[],[]
19,840,fragrantica_840,[],[],[],[],[]
20,949,brainpop_949,"['Do not sell or share my personal information', '\n          Do Not Sell My Personal Information\n        ']",[],[],[],[]
21,1080,collegeboard_1080,[],[],[],[],[]
22,743,com_743,[],[],[],[],[]
23,1059,libertymutual_1059,['Do Not Sell or Share My Personal Information (CA Residents Only)'],['Your California Privacy Choices'],[],[],[]
24,951,com_951,[],[],[],[],[]
25,1030,ft_1030,[],[],[],[],[]
26,978,allmusic_978,[''],[],[],[],[]
27,782,net_782,[],[],[],[],[]
28,593,bestbuy_593,"['', 'CA Do Not Sell/Share My Personal Information']",[],"['Targeted Advertising Opt Out', '']",[],[]
29,776,luxottica_776,['Do not sell or share my personal information'],[],[],[],[]
30,953,com_953,[],[],[],[],[]
31,639,malwarebytes_639,[],[],[],[],[]
32,872,lifeandstylemag_872,"['Do Not Sell My Personal Information', 'Do Not Sell']",[],"['Under the California Consumer Privacy Act, you have the right to opt-out of the sale of your personal information to third parties. These cookies collect information for analytics and to personalize your experience with targeted ads. You may exercise your right to opt out of the sale of personal information by using this toggle switch. If you opt out we will not be able to offer you personalised ads and will not hand over your personal information to any third parties. Additionally, you may contact our legal department for further clarification about your rights as a California consumer by using this Exercise My Rights link.']",[],[]
33,1017,wsj_1017,[''],[],[],[],[]
34,633,kaspersky_633,['Do not sell or share my personal information'],[],[],[],[]
35,1066,progressive_1066,['Do Not Sell or Share My Personal Information (CA Residents Only)'],[],[],[],[]
36,718,jared_718,['Do Not Sell My Information'],[],[],[],[]
37,694,urbanoutfitters_694,[''],[],[''],"['', 'For CA and VA Residents']",[]
38,926,salary_926,['Do Not Sell or Share My Information'],[],[],[],[]
39,1016,businessinsider_1016,[''],['\n            Your Privacy Choices\n              '],[],[],[]
40,725,fredericks_725,[],[],[],[],[]
41,844,maccosmetics_844,"['', 'Do Not Sell or Share My Personal Information / Targeted Ads', 'Your privacy is important to us. We do not sell your personal information for monetary consideration. Certain advertising practices may be considered a ”sale” under California law when the personal information is exchanged for non-monetary consideration. You have the right to opt out of these types of disclosures of your information. To understand the specific rights applicable to you, please review our Privacy Policy.', 'DO NOT SELL OR SHARE MY PERSONAL INFORMATION / TARGETED ADS']",[],"['Your privacy is important to us. We do not sell your personal information for monetary consideration. Certain advertising practices may be considered a ”sale” under California law when the personal information is exchanged for non-monetary consideration. You have the right to opt out of these types of disclosures of your information. To understand the specific rights applicable to you, please review our Privacy Policy.']",[],[]
42,833,boatshop24_833,['Do Not Sell My Personal Information'],[],[],[],[]
43,992,songkick_992,[],[],[],[],[]
44,970,dailymotion_970,[],[],[],[],[]
45,829,vitalmx_829,[],[],[],[],[]
46,837,westmarine_837,['Do Not Sell Or Share My Personal Information'],[],[],[],[]
47,809,honda_809,[],['Your Privacy Choices '],[],[],[]
48,1014,com_1014,[],[],[],[],[]
49,963,com_963,[],[],[],[],[]
50,682,sammobile_682,[],[],[],[],[]
51,915,com_915,[],[],[],[],[]
52,921,monster_921,[],['Your Privacy Choices\xa0'],[],[],[]
53,810,chevrolet_810,[],[],[],[],[]
54,902,justanswer_902,[],[],[],[],[]
55,756,heels_756,[],[],[],[],[]
56,770,framesdirect_770,[],[],[],[],[]
57,945,org_945,[],[],[],[],[]
58,649,spotify_649,[],"[': Spotify may share additional personal data with third parties for tailored advertising purposes if you have a Spotify account. This toggle does not facilitate your privacy choices for any personal data associated with your Spotify account if you have not logged in.\n', '\nPlease log in to your account to manage your privacy choices associated with your Spotify account.\n\n                ', 'Your Privacy Choices']",[],[],[]
59,674,pcworld_674,"['\n\t\t\t\t\tDo Not Sell My Info\t\t\t\t', 'California: Do not Sell my Personal Info']",[],[],[],[]
60,688,victoriassecret_688,['Do Not Sell or Share My Personal Information'],[],[],[],[]
61,666,theverge_666,['Do Not Sell Or Share My Personal Info'],[],"['', 'There was a lot of talk throughout the day about the importance of letting people opt out of being included in model training, though it’s clear copyright has been an afterthought for the industry to date. I have a feeling that will come back to bite everyone who isn’t already taking this seriously.']",[],[]
62,1042,icicibank_1042,[],[],[],[],[]
63,699,llbean_699,[],[],['Targeted Advertising Opt Out'],[],[]
64,724,herroom_724,[],[],[],[],[]
65,903,peopleperhour_903,[],[],[],[],[]
66,793,autotrader_793,[],[],[],[],[]
67,794,caranddriver_794,[],"['', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads', 'Your Privacy Choices']","['', 'DAA Industry Opt Out', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads']",[],[]
68,608,bissell_608,[],[],[],[],[]
69,950,memrise_950,[],[],[],[],[]
70,985,lyricsfreak_985,[],[],[],[],[]
71,955,k12_955,[],[],[],[],[]
72,1082,org_1082,['Do Not Sell My Personal Information'],[],"['Under the California Consumer Privacy Act, you have the right to opt-out of the sale of your personal information to third parties. These cookies collect information for analytics and to personalize your experience with targeted ads. You may exercise your right to opt out of the sale of personal information by using this toggle switch.\n                If you opt out we will not be able to offer you personalised ads and will not hand over your personal information to any third parties. Additionally, you may contact our legal department for further clarification about your rights as a California consumer by using this Exercise My Rights link. If you have enabled privacy controls on your browser (such as a plugin), we have to take that as a valid request to opt-out. Therefore we would not be able to track your activity through the web. This may affect our ability to personalize ads according to your preferences.']",[],[]
73,983,deezer_983,[],[],[],[],[]
74,784,airliners_784,['Do Not Sell My Data'],[],[],[],[]
75,982,last_982,['Do Not Sell My Personal Information'],[],"['\nTo opt out of our use of personal information associated with the email address you provided to us (such as through account registration, newsletters or marketing subscriptions) in connection with activities that may be considered “sales,” “sharing,” or “targeted advertising,” please submit your request ', '\nTo opt out of our use of personal information associated with a device that may be considered “sales,” “sharing” or “targeted advertising,” move the toggle to the left or otherwise select your preferences.  You will need to renew this choice at each Paramount service you visit, if you clear your browser cookies, or if you return to this Paramount service using a different browser or device.\u202f\n\n\n\n\n\n\n\n\n\n\n']",[],[]
76,721,victoriassecret_721,['Do Not Sell or Share My Personal Information'],[],[],[],[]
77,940,howstuffworks_940,['Do Not Sell My Info'],[],[],[],[]
78,667,gsmarena_667,['Do not sell my data'],[],[],[],[]
79,780,com_780,[],[],[],[],[]
80,856,makeupalley_856,[],[],[],[],[]
81,765,payless_765,[],[],[],[],[]
82,862,marieclaire_862,"['', 'Do not sell or share my personal information']",[],[],[],[]
83,668,pcmag_668,['Do Not Sell My Personal Information'],[],[],[],[]
84,598,keurig_598,"['', 'Do Not Sell or Share My Personal Information']",[],[],[],[]
85,889,academia_889,[],[],[],[],[]
86,681,net_681,[],[],[],[],[]
87,739,menswearhouse_739,['Do Not Sell or Share My Personal Information'],[],"['Certain states allow consumers to opt out of having their personal information shared across non-affiliated websites or platforms. This ‘sharing’ provides consumers with more relatable and pertinent advertising; however, we understand that some consumers do not want their information shared for this purpose. To turn off sharing for targeted marketing purposes, you must complete two steps, as sharing occurs through the use of cookies and through additional marketing processes offline.', ""\nMessage and data rates may apply. By providing my mobile number, I agree to receive recurring marketing text messages at the mobile number provided that may be sent using an automated system. Consent is not required to purchase goods or services from Men's Wearhouse.Text STOP to 66960 to opt out at any time. For info text HELP to 66960. See\n"", ' and complete a request to “Opt Out of Sharing.”']",[],[]
88,974,pandora_974,[],['Your Privacy Choices'],"['When you visit our website, we and certain third parties, including advertising companies, use cookies to collect information about you, your device, and your visits to our website. We and third parties use the information for various purposes such as to make the site work as you expect it to and to provide personalized content.  To opt-out of certain cookies please modify your cookie settings below. Click the “Confirm My Choices” button to save your preferences \nIf you use different devices or browsers, you will need to indicate your opt-out choices on each of those devices and browsers.  \n\nTo opt out of certain categories of cookies, please move the toggle switch next to the cookie name from right (active) to left (inactive). \nLearn more about how we collect and process your data in our Privacy Policy:\n\n            ']",[],[]
89,1060,fidelity_1060,[],[],[],[],[]
90,656,oracle_656,['Do Not Sell My\n                        Info'],[],[],[],[]
91,887,ted_887,[],[],[],[],[]
92,972,foxsports_972,[],"['\n          Your Privacy Choices | \n        ', '']",[],[],[]
93,802,carwale_802,[],[],[],[],[]
94,1062,usaa_1062,[],[],[],[],[]
95,897,fiverr_897,[],[],[],[],[]
96,772,eyebuydirect_772,['Do Not Sell or Share My Personal Information'],[],[],[],[]
97,726,soma_726,[''],['Your Privacy Choices '],[],[],[]
98,693,womanwithin_693,['Do Not Sell My Personal Information'],['\n\t\t Your Privacy Choices\n\t  '],[],[],[]
99,997,com_997,['Do Not Sell'],[],[],[],[]
100,617,computerhope_617,[],[],[],[],[]
101,777,smartbuyglasses_777,[],[],[],[],[]
102,939,udemy_939,['Do not sell or share my personal information'],[],"['Under the California Consumer Privacy Act (CCPA), you have the right to opt out of the sale of your personal information to third parties. These cookies collect information based on your browsing activity to personalize your experience with targeted ads and may constitute a ""sale"" of personal information under the CCPA. You may opt out of these cookies by using this toggle switch. If you opt out, you may still see ads, but they will not be personalized.']",[],[]
103,757,sorel_757,[],[],[],[],[]
104,831,revzilla_831,[],[],[],[],[]
105,907,guru_907,[],[],[],[],[]
106,895,mheducation_895,[],[],[],[],[]
107,704,ralphlauren_704,['Do Not Sell My Personal Information'],[],"['Under the California Consumer Privacy Act (""CCPA""), you have the right to opt-out of the sale of your personal information to third parties. Ralph Lauren does not receive compensation in exchange for sharing our customer’s personal information.  However, we do utilize third party cookies, tracking technology, and other digital advertising tools that may further use the information we share with such partners for their own commercial purposes which may be considered a ""sale"" under the CCPA.    To opt out of the sale of your personal information, click the toggle button so that it turns blue. Make sure you click on the Confirm My Choices button at the bottom to save your opt-out.   By opting-out above, Ralph Lauren will stop sharing your personal information with the following kinds of third-party cookie and tracking technology partners:']",[],[]
108,644,sophos_644,[],[],[],[],[]
109,691,gap_691,['Do Not Sell or Share My Personal Info'],[],[],[],[]
110,909,designcrowd_909,[],[],[],[],[]
111,1008,123rf_1008,[],[],[],[],[]
112,796,carmax_796,['Do Not Sell or Share My Information'],[],[],[],[]
113,658,microsoft_658,[],['Your California Privacy Choices'],[],[],[]
114,632,com_632,['Do Not Sell or Share My Personal Information'],[],[],[],[]
115,1057,irs_1057,[],[],[],[],[]
116,1053,chase_1053,[],[],[],[],[]
117,839,sephora_839,[],['Your Privacy Choices'],[],[],[]
118,677,toptenreviews_677,"['', 'Do not sell or share my personal information']",[],[],[],[]
119,1052,hrblock_1052,[],[],[],[],[]
120,905,mturk_905,[],[],[],[],[]
121,938,khanacademy_938,[],[],[],[],[]
122,927,payscale_927,[],[],[],[],[]
123,651,softonic_651,[],[],[],[''],[]
124,645,trendmicro_645,[],[],[],[],[]
125,669,engadget_669,[],[],[],[],[]
126,898,behance_898,[],[],[],[],[]
127,729,lingeriediva_729,[],[],[],[],[]
128,855,ipsy_855,['Do Not Sell'],[],[],[],[]
129,901,freelancer_901,[],[],[],[],[]
130,753,paulevansny_753,[],[],[],[],[]
131,858,cosmopolitan_858,[],"['', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads', 'Your Privacy Choices']","['', 'DAA Industry Opt Out', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads']",[],[]
132,999,cirquedusoleil_999,"['Do Not Sell or Share My Personal Information', 'Do Not Sell or Share My Personal Data']",[],"['Under the CPRA, you have the right to opt-out of the sale or sharing of your personal information to third parties. These cookies collect information for analytics and to personalize your experience with targeted ads. You may exercise your right to opt out of the sale or sharing of personal information by using this toggle switch. If you opt out we will not be able to offer you personalized ads and will not hand over your personal information to any third parties. Additionally, you may contact our legal department for further clarification about your rights as a California consumer by using this Exercise My Rights link.If you have enabled privacy controls on your browser (such as a plugin), we have to take that as a valid request to opt-out. Therefore we would not be able to track your activity through the web. This may affect our ability to personalize ads according to your preferences.']",[],[]
133,865,instyle_865,[],[],[],[],[]
134,701,myntra_701,[],[],[],[],[]
135,973,com_973,[],[],[],[],[]
136,824,vw_824,"['', 'Do Not Sell or Share My Personal Information']",[],"['If you have blocked cookies through your browser settings, we will be unable to comply with your Preference Center opt out request.']",[],[]
137,853,totalbeauty_853,[],[],[],[],[]
138,1036,wellsfargo_1036,[],[],[],[],[]
139,799,carfax_799,[],[],[],[],[]
140,609,sharpusa_609,[],[],[],[],[]
141,817,gm_817,[],['Your Privacy Choices & Opt-Out Rights\n                                                                                '],[],[],[]
142,1051,paypal_1051,[],[],[],[],[]
143,600,hhgregg_600,[],[],[],[],[]
144,911,topcoder_911,[],[],[],[],[]
145,707,thenorthface_707,"['', 'Do Not Sell My Personal Information']","['', '\n                Your Privacy Choices\n              ', '\n                    Your Privacy Choices\n                  ']","['Under the California Consumer Privacy Act, you have the right to opt-out of the sale of your personal information to third parties. These cookies collect information for analytics and to personalize your experience with targeted ads. You may exercise your right to opt out of the sale of personal information by using this toggle switch. If you opt out we will not be able to offer you personalised ads and will not hand over your personal information to any third parties. Additionally, you may contact our legal department for further clarification about your rights as a California consumer by using this Exercise My Rights link.']",[],[]
146,995,skiddle_995,[],[],[],[],[]
147,1084,niche_1084,"['Do Not Sell My Personal Information', '']",[],[],[],[]
148,930,jobrapido_930,[],[],[],[],[]
149,1081,ed_1081,[],[],[],[],[]
150,762,famousfootwear_762,[],[],[],[],[]
151,769,sunglasshut_769,['Do Not Sell My Personal Information'],[],[],[],[]
152,1076,hcsc_1076,[],[],[],[],[]
153,695,6pm_695,[],[],[],[],[]
154,941,coursera_941,[],[],[],[],[]
155,723,venus_723,['Do Not Sell My Personal Info'],[],"['\n                Don’t miss any special offers, discounts, or exciting updates! Click here to enable notifications and we’ll always keep you in the loop. PS: You can opt out at any time.\n            ']",[],[]
156,730,lasenza_730,[],[],[],[],[]
157,826,volvocars_826,['Do Not Sell or Share My Personal Information'],[],[],[],[]
158,732,brastop_732,[],[],[],[],[]
159,1020,yahoo_1020,[],[],[],[],[]
160,821,porsche_821,[],[],[],[''],[]
161,860,elle_860,[],"['', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads', 'Your Privacy Choices']","['', 'DAA Industry Opt Out', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads']",[],[]
162,636,avira_636,"['', ""\n                                                        Free forever. We don't sell your data.\n                                                    "", 'Do Not Sell or Share My Personal Data']",[],[],[],[]
163,720,glassesusa_720,['Do Not Sell or Share My Personal Information'],[],[],[],[]
164,599,geappliances_599,['Do Not Sell Or Share My Personal Information'],[],[],[],[]
165,627,1ink_627,"[""References to manufacturers' brand names, images, and logos are solely for descriptive purposes and to demonstrate compatibility. Copyrights and Trademarks of these brands are the property of their respective owners, and their use does not imply any endorsement or affiliation with the brand. We only sell new generic and remanufactured ink and toner cartridges. We do not sell OEM (Original Equipment Manufacturer) cartridges on this website.""]",[],[''],[],[]
166,779,com_779,[],[],[],[],[]
167,956,youtube_956,[],[],[],[],[]
168,685,asos_685,[],[],[],[],[]
169,968,deviantart_968,['Do Not Sell My Personal Information'],[],[],[],[]
170,1004,seetickets_1004,[],[],[],[],[]
171,787,net_787,[],[],[],[],[]
172,875,com_875,[],[],[],[],[]
173,647,adobe_647,['Do not sell or share my personal information'],[],[],[],[]
174,801,thecarconnection_801,['Do Not Sell My Personal Information'],[],[],[],[]
175,737,com_737,['Do not sell my personal information'],[],[],[],[]
176,615,intel_615,[],[],[],[],"['submit a Do Not Share request', 'Do Not Share My Personal Information']"
177,664,cnet_664,"['', '\n      Do Not Sell or Share My Personal Information\n    ']",[],[],[],[]
178,662,com_662,[],[],[],[],[]
179,819,lexus_819,[],['YOUR PRIVACY CHOICES '],"['When you visit our website, we store cookies on your browser to collect information. The data collected is used to help our website function, learn more about our website users, deliver relevant advertising, enhance user experience, and analyze website performance. This information is used to provide a more personalized web experience. Because we respect your right to privacy, you may choose to opt out of certain types of cookies. You can view all the different category headings to learn more and change our default settings according to your preference. Please note that opting out of some types of cookies may impact your experience on our website and the services we are able to offer.']",[],[]
