,Unnamed: 0,url,Index,2023-02-20 Selenium,2023-01-30 Selenium,2023-01-05 Selenium,2023-01-17 Selenium,2023-02-10 Selenium,2023-02-07 Selenium,2023-01-13 Selenium
274,274,https://www.shopping.com/#top-deals-homepage,323,,,no,,,,
275,275,https://www.comparethemarket.com/,324,,,no,,,Do Not Sell or Share My Personal Information,
276,276,https://findsimilar.com/,325,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
277,277,https://www.kelkoo.co.uk/,326,,,no,,,Do Not Sell My Personal Information,
278,278,https://octopart.com/,327,,,yes,,,,
279,279,https://www.aliexpress.us/?gatewayAdapt=glo2usa&_randl_shipto=US,328,,,no,,,,
280,280,https://www.alibaba.com/,329,,,no,,,Do Not Sell or Share My Personal Information,
281,281,https://www.made-in-china.com/,330,,,no,,,Do not sell my information,
282,282,https://www.dx.com/,331,,,no,,,,
283,283,https://www.tomtop.com/,332,,,no,,,,
284,284,https://dealspotr.com/,333,,,yes,,,,
285,285,https://www.dollardays.com/,334,Do Not Sell My Information,Do Not Sell My Information,yes,Do Not Sell My Information,Do Not Sell My Information,,Do Not Sell My Information
286,286,https://www.liquidation.com/index,335,,,no,,,,
287,287,https://www.salehoo.com/,336,,,no,,,,
288,288,https://www.wholesalecentral.com/index.htm,337,,,no,,,,
289,289,https://www.doba.com/,338,,,no,,,,
290,290,https://www.tvc-mall.com/,339,,,no,,,,
291,291,https://www.esources.co.uk/,340,,,no,,,,
292,292,https://www.sunsky-online.com/,341,,,no,,,,
293,293,https://worldwidebrands.com/,342,,,yes,,,,
294,294,https://www.amazon.com/,343,,,no,,,CA Do Not Sell/Share My Personal Information,
295,295,https://www.ebay.com/,344,,,yes,Do not sell my personal information,,Do Not Sell or Share My Personal Information,Do not sell my personal information
296,296,https://www.apple.com/,345,,,yes,,,,
297,297,https://www.walmart.com/,346,,,yes,,,Do Not Sell My Data,
298,298,https://www.netflix.com/,347,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,yes,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal information,Do Not Sell or Share My Personal Information
299,299,https://chicago.craigslist.org/,348,,,no,,,,
300,300,https://www.turkishairlines.com/,549,,,no,,,Do Not Sell Or Share My Personal Information,
301,301,https://www.lufthansa.com/us/en/homepage,550,CCPA / Do Not Sell My Info,CCPA / Do Not Sell My Info,yes,CCPA / Do Not Sell My Info,CCPA / Do Not Sell My Info,,CCPA / Do Not Sell My Info
302,302,https://www.tripadvisor.com/,551,,,no,,,,
303,303,https://www.kayak.com/,552,Do Not Sell or Share My Info,Do Not Sell or Share My Info,yes,Do Not Sell or Share My Info,,Do Not Sell Or Share My Personal Information,Do Not Sell or Share My Info
304,304,https://www.priceline.com/?vrid=5b0366966e01f115e8aa3a82cd601546,553,Do Not Sell My Personal Information,,no,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell My Personal Information,
305,305,https://www.lonelyplanet.com/,554,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,yes,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,,Do Not Sell or Share My Personal Information
306,306,https://www.skyscanner.com/?previousCultureSource=GEO_LOCATION&redirectedFrom=www.skyscanner.net,555,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
307,307,https://www.hotwire.com/,556,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
308,308,https://www.cheapoair.com/,557,Do Not Sell My Personal Information,,no,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,
309,309,https://www.bookingbuddy.com/en/,558,,,no,,,,
310,310,https://www.travelzoo.com/,559,DO NOT SELL OR SHARE MY PERSONAL INFORMATION,,no,DO NOT SELL OR SHARE MY PERSONAL INFORMATION,DO NOT SELL OR SHARE MY PERSONAL INFORMATION,,
311,311,https://www.goibibo.com/,560,,,no,,,Do not sell my info,
312,312,https://www.cleartrip.com/,561,,,no,,,,
313,313,https://www.yatra.com/,562,,,no,,,,
314,314,https://wizzair.com/,563,,,yes,,,Do Not Sell or Share My Personal Information - Currently Sharing,
315,315,https://www.airfarewatchdog.com/,564,,,no,,,,
316,316,https://seatguru.com/,565,,,yes,,,,
317,317,https://www.onetravel.com/,566,Do Not Sell My Personal Information,,no,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,
318,318,https://www.booking.com/,567,,,no,,,,
319,319,https://us.hurb.com/,568,,,no,,,,
320,320,https://www.airbnb.com/,569,,,no,,,,
321,321,https://www.marriott.com/default.mi,570,,,yes,,,,
322,322,https://www.hilton.com/en/,571,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
323,323,https://www.ihg.com/hotels/us/en/reservation,572,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,yes,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell My Information,Do Not Sell or Share My Personal Information
324,324,https://www.vrbo.com/,573,,,yes,,,,
325,325,https://www.agoda.com/,574,Do Not Sell or Share My Personal Information,,no,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,,
326,326,https://www.marriott.com/default.mi?redirectFrom=www.starwoodhotels.com,575,,,yes,,,,
327,327,https://www.choicehotels.com/,576,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
328,328,https://www.hyatt.com/,577,,,no,,,,
329,329,https://www.trivago.com/,578,,,yes,,,Do not sell my info,
330,330,https://www.thrillist.com/,579,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,yes,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Data,Do Not Sell or Share My Personal Information
331,331,https://www.timeout.com/,580,Do not sell my information,Do not sell my information,yes,Do not sell my information,Do not sell my information,,Do not sell my information
332,332,https://www.fodors.com/,581,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,yes,,,Do not sell my info,
333,333,https://www.travelandleisure.com/,582,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,,Do Not Sell My Personal Information request,Do Not Sell My Personal Information
334,334,https://www.travelchannel.com/,583,,,yes,,,,
335,335,https://www.oyster.com/,584,,,yes,,,,
336,336,https://www.saveur.com/,585,,,yes,,,Do not sell or share my personal information,
337,337,https://www.cntraveler.com/,586,,,no,,,Do Not Sell or Share My Personal Data,
338,338,https://boardingarea.com/,587,,,yes,,,,
339,339,https://londonist.com/,588,,,yes,,,,
340,340,https://www.flyertalk.com/,589,DO NOT SELL OR SHARE MY PERSONAL INFORMATION,DO NOT SELL OR SHARE MY PERSONAL INFORMATION,yes,,,,
341,341,https://www.sunset.com/,590,,,no,,,,
342,342,https://www.southernliving.com/travel/coastal-living,591,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,,,Do Not Sell My Personal Information
343,343,https://www.frommers.com/,592,,,no,,,,
344,344,https://www.bestbuy.com/,593,CA Do Not Sell/Share My Personal Information,CA Do Not Sell/Share My Personal Information,yes,CA Do Not Sell/Share My Personal Information,CA Do Not Sell/Share My Personal Information,Do Not Sell My Personal Information – CA Residents Only,CA Do Not Sell/Share My Personal Information
345,345,https://www.lg.com/us,594,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,yes,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,,Do Not Sell or Share My Personal Information
346,346,https://www.usa.philips.com/,595,,,no,,,Do Not Sell My Personal Information,
347,347,https://na.panasonic.com/us/,596,Do Not Sell My Data,Do Not Sell My Data,yes,Do Not Sell My Data,Do Not Sell My Data,Do Not Sell My Info,Do Not Sell My Data
348,348,https://www.samsung.com/us/,597,Do Not Sell or Share My Personal information,Do Not Sell or Share My Personal information,yes,Do Not Sell or Share My Personal information,Do Not Sell or Share My Personal information,Do Not Sell My Personal Info,Do Not Sell or Share My Personal information
349,349,https://www.keurig.com/,598,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,yes,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,,Do Not Sell or Share My Personal Information
350,350,https://www.geappliances.com/,599,Do Not Sell Or Share My Personal Information,Do Not Sell Or Share My Personal Information,yes,Do Not Sell Or Share My Personal Information,Do Not Sell Or Share My Personal Information,,Do Not Sell Or Share My Personal Information
351,351,https://www.hhgregg.com/,600,,,no,,,,
352,352,https://www.dyson.com/en,601,,,no,,,,
353,353,https://www.whirlpool.com/,602,Do Not Sell Or Share My Personal Information,Do Not Sell Or Share My Personal Information,yes,Do Not Sell Or Share My Personal Information,Do Not Sell Or Share My Personal Information,,Do Not Sell Or Share My Personal Information
354,354,https://www.abt.com/,603,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
355,355,https://www.bosch-home.com/,604,,,no,,,,
356,356,https://www.ajmadison.com/,605,,,no,,,Do Not Sell My Personal Information,
357,357,https://www.irobot.com/,606,,,no,,,,
358,358,https://www.delonghi.com/en-us,607,,,no,,,,
359,359,https://www.bissell.com/,608,,,yes,,,,
360,360,https://www.sharpusa.com/,609,,,no,,,Do Not Sell My Personal Information,
361,361,https://www.tomshardware.com/,610,Do not sell my info,Do not sell my info,yes,Do not sell my info,Do not sell my info,,Do not sell my info
362,362,https://www.newegg.com/,611,,,no,,,,
363,363,https://www.bhphotovideo.com/,612,,,no,,,Do Not Sell My Personal Information,
364,364,https://www.cdw.com/,613,Do Not Sell or Share My Personal Information - Currently Sharing,Do Not Sell or Share My Personal Information - Currently Sharing,yes,Do Not Sell or Share My Personal Information - Currently Sharing,Do Not Sell or Share My Personal Information - Currently Sharing,,Do Not Sell or Share My Personal Information - Currently Sharing
365,365,https://www.connection.com/,614,,,no,,,Do Not Sell My Personal Information,
366,366,https://www.intel.com/content/www/us/en/homepage.html,615,,,no,,,,
367,367,https://www.nvidia.com/en-us/,616,,,no,,,,
368,368,https://www.computerhope.com/,617,,,no,,,Do Not Sell My Personal Information,
369,369,https://www.logitech.com/,618,,,no,,,,
370,370,https://www.amd.com/en,619,,,no,,,Do Not Sell or Share My Personal Information,
371,371,https://www.tigerdirect.com/,620,,,no,,,,
372,372,https://pcpartpicker.com/,621,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,,,Do Not Sell My Personal Information,
373,373,https://www.microcenter.com/,622,Do Not Sell My Information,Do Not Sell My Information,yes,Do Not Sell My Information,Do Not Sell My Information,,Do Not Sell My Information
374,374,https://www.adorama.com/,623,,,no,,,Do Not Sell or Share My Personal Information,
375,375,https://www.seagate.com/,624,,,no,,,,
376,376,https://www.acer.com/us-en/,625,,,no,,,,
377,377,https://epson.com/usa,626,,,no,,,,
378,378,https://www.1ink.com/,627,,,no,,,,
379,379,https://www.avg.com/en-us/homepage#mac,628,Do not sell my info,Do not sell my info,yes,Do not sell my info,Do not sell my info,,Do not sell my info
380,380,https://us.norton.com/,629,Do Not Sell or Share My Personal Data,Do Not Sell or Share My Personal Data,yes,Do Not Sell or Share My Personal Data,Do Not Sell or Share My Personal Data,,Do Not Sell or Share My Personal Data
381,381,https://www.mcafee.com/,630,,,no,,,Do Not Sell My Personal Information,
382,382,https://www.avast.com/en-us/index#mac,631,Do not sell my info,Do not sell my info,yes,Do not sell my info,Do not sell my info,,Do not sell my info
383,383,https://trustarc.com/,632,Do Not Sell My Personal Information request,Do Not Sell My Personal Information request,yes,Do Not Sell My Personal Information request,Do Not Sell My Personal Information request,,Do Not Sell My Personal Information request
384,384,https://usa.kaspersky.com/,633,,,no,,,,
385,385,https://www.macbooster.net/,634,,,yes,,,,
386,386,https://www.eset.com/us/,635,Do not sell or share my personal information,Do not sell or share my personal information,yes,Do not sell or share my personal information,Do not sell or share my personal information,,Do not sell or share my personal information
387,387,https://www.avira.com/,636,Do Not Sell or Share My Personal Data,Do Not Sell or Share My Personal Data,yes,Do Not Sell or Share My Personal Data,Do Not Sell or Share My Personal Data,Do not sell or share my personal information.,Do Not Sell or Share My Personal Data
388,388,https://www.broadcom.com/products/cybersecurity,637,,,no,,,,
389,389,https://www.opendns.com/,638,,,no,,,Privacy / Do not sell my personal info,
390,390,https://www.malwarebytes.com/,639,,,no,,,,
391,391,https://www.virustotal.com/gui/home/upload,640,,,no,,,Do not sell my personal information,
392,392,https://www.bitdefender.com/,641,,,no,,,Do Not Sell My Info,
393,393,https://www.comodo.com/,642,,,no,,,Do Not Sell My Personal Information,
394,394,https://betradar.com/,50,Do Not Sell My Personal Information – CA Residents Only,Do Not Sell My Personal Information – CA Residents Only,yes,Do Not Sell My Personal Information – CA Residents Only,Do Not Sell My Personal Information – CA Residents Only,,Do Not Sell My Personal Information – CA Residents Only
395,395,https://www.livestrong.com/,51,,,yes,Do Not Sell My Personal Information,,Do Not Sell My Personal Information,Do Not Sell My Personal Information
396,396,https://www.myfitnesspal.com/,52,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
397,397,https://www.healthline.com/,53,Do Not Sell My Info,Do Not Sell My Info,yes,Do Not Sell My Info,Do Not Sell My Info,,Do Not Sell My Info
398,398,https://www.weightwatchers.com/us/welcome,54,Do Not Sell My Personal Info,Do Not Sell My Personal Info,yes,Do Not Sell My Personal Info,Do Not Sell My Personal Info,,Do Not Sell My Personal Info
399,399,https://healthypage.com/,55,,,yes,,,,
400,400,https://www.nutrisystem.com/,56,,,no,,,,
401,401,https://www.sparkpeople.com/index.asp,57,,,no,,,,
402,402,https://www.calorieking.com/us/en/,58,,,no,,,,
403,403,https://www.calorieking.com/us/en/,59,,,no,,,Do Not Sell or Share My Personal Data,
404,404,https://www.myplate.gov/,60,,,no,,,,
405,405,https://www.healthcare.gov/,61,,,no,,,,
406,406,https://www.healthgrades.com/,62,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
407,407,https://healthy.kaiserpermanente.org/front-door,63,,,no,,,,
408,408,https://www.questdiagnostics.com/,64,,,no,,,,
409,409,https://www.zocdoc.com/,65,,,no,,,,
410,410,https://www.webmd.com/,66,Do Not Sell My Personal Information,,no,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Do Not Sell or Share My Personal Information,
411,411,https://www.nih.gov/,67,,,no,,,Do Not Sell or Share My Personal Information,
412,412,https://www.mayoclinic.org/,68,,,no,,,,
413,413,https://www.medicinenet.com/,69,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,AdChoices / Do Not Sell My Info,Do Not Sell My Personal Information
414,414,https://www.cdc.gov/,70,,,no,,,Do Not Sell or Share My Personal Information,
415,415,https://www.medscape.com/,71,Do Not Sell My Personal Information,,no,Do Not Sell My Personal Information,Do Not Sell My Personal Information,Privacy / Do not sell my personal info,
416,416,https://patient.info/,72,,,no,,,,
417,417,https://curejoy.com/,73,,,yes,,,,
419,419,https://www.drugs.com/,75,,,no,"Ad Choices
Do not sell my personal information","Ad Choices
Do not sell my personal information",,
420,420,https://www.walgreens.com/,76,Do Not Sell or Share My Personal Information,,yes,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,,
421,421,https://www.cvs.com/,77,,,yes,,,,
422,422,https://www.rxlist.com/,78,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
423,423,https://www.goodrx.com/,79,,,no,,,,
424,424,https://www.riteaid.com/,80,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,yes,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,,Do Not Sell or Share My Personal Information
425,425,https://www.express-scripts.com/,81,,,no,,,,
426,426,https://clinicaltrials.gov/,82,,,no,,,,
427,427,https://www.optumrx.com/public/landing,83,,,no,,,,
428,428,https://www.mims.com/,84,,,no,,,,
429,429,https://www.womenshealthmag.com/,85,,,yes,,,,
430,430,https://www.mindbodygreen.com/,86,,,no,,,,
431,431,https://www.everydayhealth.com/,87,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
432,432,https://www.shape.com/,88,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,,,Do Not Sell My Personal Information
433,433,https://www.mom365.com/,89,,,no,,,Do Not Sell My Personal Information,
434,434,https://www.scarymommy.com/,90,,,no,,,,
435,435,https://www.womenshealth.gov/,91,,,no,,,Do Not Sell or Share My Personal Info,
436,436,https://empowher.com/,92,,,yes,,,,
437,437,https://skinnyms.com/,93,Do not sell or share my personal information.,Do not sell or share my personal information.,yes,Do not sell or share my personal information.,Do not sell or share my personal information.,,Do not sell or share my personal information.
438,438,https://youngwomenshealth.org/,94,,,yes,,,,
439,439,https://www.etsy.com/,95,Privacy / Do not sell my personal info,,no,Privacy / Do not sell my personal info,Privacy / Do not sell my personal info,,
440,440,https://www.deviantart.com/,96,,,no,,,,
441,441,https://www.redbubble.com/,97,,Do not sell my personal information,yes,Do not sell my personal information,Do not sell my personal information,,Do not sell my personal information
442,442,https://www.1stdibs.com/,98,Do Not Sell My Info,Do Not Sell My Info,yes,Do Not Sell My Info,Do Not Sell My Info,Do Not Sell My Personal Information,Do Not Sell My Info
443,443,https://society6.com/,99,Do Not Sell My Personal Information,,yes,,Do Not Sell My Personal Information,,
444,444,https://www.linkedin.com/learning/?trk=lynda_redirect_learning,943,,,no,,,Do Not Sell or Share My Personal Information,
445,445,https://www.codecademy.com/,944,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
446,446,https://code.org/,945,,,no,,,Do Not Sell My Information,
447,447,https://www.udacity.com/,946,,,no,,,,
448,448,https://www.wonderhowto.com/,947,,,yes,,,,
449,449,https://www.doityourself.com/,948,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,,,,
450,450,https://www.brainpop.com/,949,,,yes,,,,
451,451,https://www.memrise.com/,950,,,no,,,,
452,452,https://bigthink.com/,951,,,no,,,DO NOT SELL OR SHARE MY PERSONAL INFORMATION,
453,453,https://www.pluralsight.com/,952,Do Not Sell or Share My Personal Data,,no,Do Not Sell or Share My Personal Data,Do Not Sell or Share My Personal Data,,
454,454,https://alison.com/,953,,,no,,,Do not sell my info,
455,455,https://tympanus.net/codrops/,954,,,yes,,,,
456,456,https://www.k12.com/,955,,,no,,,,
457,457,https://www.youtube.com/,956,,,no,,,Do Not Sell or Share My Personal Information,
458,458,https://www.imdb.com/,957,,,no,,,Do Not Sell My Info,
459,459,https://www.cnn.com/,958,Do Not Sell Or Share My Personal Information,,yes,Do Not Sell Or Share My Personal Information,,,
460,460,https://www.netflix.com/,959,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,yes,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell My Personal Information,Do Not Sell or Share My Personal Information
461,461,https://weather.com/,960,Do Not Sell or Share My Personal Information,,no,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do Not Sell My Personal Information,
462,462,https://www.twitch.tv/,961,,,no,,,,
463,463,https://www.bbc.com/,962,AdChoices / Do Not Sell My Info,AdChoices / Do Not Sell My Info,yes,AdChoices / Do Not Sell My Info,AdChoices / Do Not Sell My Info,DO NOT SELL MY PERSONAL INFORMATION,AdChoices / Do Not Sell My Info
464,464,https://soundcloud.com/,963,Do Not Sell or Share My Personal Information,,no,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,,
465,465,https://www.etsy.com/,964,Privacy / Do not sell my personal info,,no,Privacy / Do not sell my personal info,Privacy / Do not sell my personal info,,
466,466,https://www.azlyrics.com/,965,,,no,,,,
467,467,https://www.foxnews.com/,966,,,yes,,,,
468,468,https://vimeo.com/,967,Do Not Sell My Personal Information,,no,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,
469,469,https://www.deviantart.com/,968,,,no,Do Not Sell My Personal Information,,,
470,470,https://open.spotify.com/,969,,,no,,,Do not sell or share my personal information.,
471,471,https://www.dailymotion.com/us,970,,,yes,,,,
472,472,https://www.foodnetwork.com/,971,,,yes,,,Do not sell or share my personal information,
473,473,https://www.foxsports.com/,972,,,yes,,,DO NOT SELL OR SHARE MY PERSONAL INFORMATION,
474,474,https://genius.com/,973,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,,,Do Not Sell/Share My Personal Information,Do Not Sell My Personal Information
475,475,https://www.pandora.com/,974,,,yes,,,,
476,476,https://gfycat.com/,975,,,no,,,,
477,477,https://www.npr.org/,976,,,no,,,,
478,478,https://www.billboard.com/,977,,,no,,,Do Not Sell or Share My Personal Information,
479,479,https://www.allmusic.com/,978,,,yes,,,,
480,480,https://www.discogs.com/,979,,,no,,,Do Not Sell My Personal Information,
481,481,https://bandcamp.com/,980,,,no,,,,
482,482,https://pitchfork.com/,981,,,no,,,,
483,483,https://www.last.fm/,982,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
484,484,https://www.deezer.com/us/,983,,,no,,,,
485,485,https://tunein.com/,984,Do Not Sell or Share My Personal Info,,no,Do Not Sell or Share My Personal Info,Do Not Sell or Share My Personal Info,,
486,486,https://www.lyricsfreak.com/,985,,,no,,,,
487,487,https://www.fandango.com/,986,,,yes,,,,
488,488,https://www.ticketmaster.com/,987,,Do Not Sell or Share My Personal Information,yes,,,,
489,489,https://www.eventbrite.com/,988,,,no,,,,
490,490,https://www.amctheatres.com/,989,,,no,,,,
491,491,https://www.stubhub.com/,990,,,no,,,,
493,493,https://www.songkick.com/,992,,,yes,,,,
494,494,https://www.livenation.com/,993,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,yes,Do Not Sell or Share My Personal Information,,,Do Not Sell or Share My Personal Information
495,495,https://www.vividseats.com/,994,Do Not Sell or Share My Information,Do Not Sell or Share My Information,yes,Do Not Sell or Share My Information,Do Not Sell or Share My Information,,Do Not Sell or Share My Information
496,496,https://www.skiddle.com/,995,,,no,,,,
497,497,https://ra.co/,996,,,no,,,,
498,498,https://seatgeek.com/,997,,,no,,,,
499,499,https://www.broadway.com/,998,,,no,,,DO NOT SELL OR SHARE MY PERSONAL INFORMATION,
500,500,https://www.cirquedusoleil.com/,999,,,yes,,,,
501,501,https://www.goldstar.com/,1000,,,no,,,,
502,502,https://www.ticketcity.com/,1001,,,no,,,,
503,503,https://www.theatermania.com/,1002,,,no,,,,
504,504,https://www.etix.com/ticket/online/?,1003,,,no,,,,
505,505,https://www.seetickets.com/fr/,1004,,,no,,,,
506,506,https://www.shutterstock.com/,1005,,,no,,,,
507,507,https://pixabay.com/,1006,,,no,,,,
508,508,https://www.gettyimages.com/,1007,,,no,,,Do not sell or share my personal information.,
509,509,https://www.123rf.com/,1008,,,no,,,,
510,510,https://www.istockphoto.com/,1009,,,no,,,,
511,511,https://www.dreamstime.com/,1010,,,no,,,Do not sell or share my personal information.,
512,512,https://all-free-download.com/,1011,,,no,,,Do Not Sell or Share My Personal Information,
513,513,https://depositphotos.com/,1012,,,no,,,,
514,514,https://500px.com/,1013,,,no,,,,
515,515,https://creativemarket.com/,1014,,,no,,,,
516,516,https://www.forbes.com/?sh=112eecaf2254,1015,,Do Not Sell or Share My Personal Information,yes,,Do Not Sell or Share My Personal Information,,Do Not Sell or Share My Personal Information
517,517,https://www.businessinsider.com/,1016,,,yes,,,,
518,518,https://www.wsj.com/,1017,Do Not Sell or Share My Personal Information,,no,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,Do not sell or share my personal information,
519,519,https://www.bloomberg.com/,1018,,,yes,,,,
520,520,https://www.reuters.com/,1019,,,no,,,,
521,521,https://finance.yahoo.com/?guccounter=1,1020,,,no,,,,
522,522,https://www.cnn.com/business,1021,Do Not Sell Or Share My Personal Information,,yes,Do Not Sell Or Share My Personal Information,,,
523,523,https://www.cnbc.com/,1022,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
524,524,https://www.entrepreneur.com/,1023,,,no,,,,
525,525,https://www.ibtimes.com/,1024,,,no,,,Do Not Sell My Info,
526,526,https://www.bizjournals.com/,1025,,,no,,,,
527,527,https://seekingalpha.com/,1026,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,DO NOT SELL MY INFO,Do Not Sell My Personal Information
528,528,https://fortune.com/,1027,Do Not Sell/Share My Personal Information,Do Not Sell/Share My Personal Information,yes,Do Not Sell/Share My Personal Information,Do Not Sell/Share My Personal Information,,Do Not Sell/Share My Personal Information
529,529,https://www.inc.com/,1028,DO NOT SELL MY DATA,DO NOT SELL MY DATA,yes,DO NOT SELL MY DATA,DO NOT SELL MY DATA,Do Not Sell My Info,DO NOT SELL MY DATA
530,530,https://www.economist.com/,1029,Do Not Sell My Personal Information,,yes,,,,
531,531,https://www.ft.com/,1030,Do Not Sell or Share My Personal Information,,no,Do Not Sell or Share My Personal Information,,,
532,532,https://www.fastcompany.com/,1031,,Do Not Sell My Data,yes,,,Do Not Sell,
533,533,https://www.foxbusiness.com/,1032,,,yes,,,,
534,534,http://hestreet.com/,1033,,,no,,,,
535,535,https://www.business-standard.com/,1034,,,no,,,,
536,536,https://www.chase.com/,1035,,,no,,,,
537,537,https://www.wellsfargo.com/,1036,,,no,,,,
538,538,https://www.bankofamerica.com/,1037,,,no,,,,
539,539,https://www.americanexpress.com/,1038,,,no,,,,
540,540,https://www.capitalone.com/,1039,,,no,,,,
541,541,https://www.hdfcbank.com/,1040,,,no,,,,
542,542,https://www.citi.com/,1041,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,yes,Do Not Sell or Share My Personal Information,Do Not Sell or Share My Personal Information,,Do Not Sell or Share My Personal Information
543,543,https://www.icicibank.com/,1042,,,no,,,,
544,544,https://www.enotes.com/,893,,,no,,,Do Not Sell or Share My Personal Information,
545,545,https://www.education.com/,894,,,no,,,,
546,546,https://www.mheducation.com/,895,,,no,,,,
547,547,https://www.linkedin.com/learning/?trk=lynda_redirect_learning,896,,,no,,,,
548,548,https://www.fiverr.com/,897,,,no,,,,
549,549,https://www.behance.net/,898,Do not sell or share my personal information,Do not sell or share my personal information,yes,Do not sell or share my personal information,Do not sell or share my personal information,,Do not sell or share my personal information
550,550,https://www.behance.net/,899,Do not sell or share my personal information,Do not sell or share my personal information,yes,Do not sell or share my personal information,Do not sell or share my personal information,DO NOT SELL MY PERSONAL INFORMATION,Do not sell or share my personal information
551,551,https://dribbble.com/,900,,,no,,,,
552,552,https://www.freelancer.com/,901,,,no,,,Do Not Sell or Share My Personal Info,
553,553,https://www.justanswer.com/,902,,,no,,,,
554,554,https://www.peopleperhour.com/,903,,,no,,,,
555,555,https://www.dice.com/,904,Do Not Sell My Personal Information,Do Not Sell My Personal Information,yes,Do Not Sell My Personal Information,Do Not Sell My Personal Information,,Do Not Sell My Personal Information
556,556,https://www.mturk.com/,905,,,no,,,,
