,Index,Filename,Do not sell,Privacy Choice,Opt out,For CA,Do not share
0,74,everydayhealth_74,"['', 'Do Not Sell My Personal Information']",[],[],[],[]
1,178,dailymail_178,['Do not sell or share my personal information'],[],[],[],[]
2,69,medicinenet_69,['Do Not Sell My Personal Information'],[],['. I also agree to receive emails from MedicineNet and I understand that I may opt out of MedicineNet subscriptions at any time.\n        '],[],[]
3,93,com_93,"['Do Not Sell Or Share My Personal Information', 'Do not sell or share my personal information.']",[],[],[],[]
4,215,dogster_215,['DO NOT SELL MY INFORMATION'],[],[],[],[]
5,8,thrillist_8,"['Do Not Sell or Share My Personal Information', '']",[],[],[],[]
6,126,curbed_126,['Do Not Sell or Share My Personal Information'],[],[],[],[]
7,44,tacobell_44,"['Do Not Sell or Share My Personal Information', '']",[],[],[],[]
8,116,treehugger_116,['Do Not Sell My Personal Information'],[],[],[],[]
9,109,pier1_109,['\n          Do not sell or share my personal information\n'],[],[],[],[]
10,163,go_163,"['Do Not Sell or Share My Personal Information', '', '""Do Not Sell or Share My Personal Information"" and ""Targeted Advertising"" Opt-Out Rights']",[],"[' Please note that, because these activities are based on online cookies, your opt-out choice is specific to this property. If you access other digital properties of the Walt Disney Family of Companies, you will need to make your election for each. Also, if you clear your cookies on this browser or use another browser or device, you may need to opt out again on this property. ', ' You also may have rights to opt out from certain third parties selling and sharing your personal information. You will need to separately exercise your opt-out rights with regard to each, which you may do through this ', ' You may also choose to enable online, where available, a universal tool that automatically communicates your opt-out preferences, such as the Global Privacy Control (“GPC”). We will process the GPC signal as a request to opt out.', 'Notice of Right to Opt Out of Sale/Sharing', 'You or your legally authorized agent can move the toggle above to the left to opt out of these activities on this digital property consistent with applicable law.', ' If you opt out, you may continue to see advertising, including ads that may be based on personal information processed before you opted out.', 'Some states provide residents (or, in some cases, their authorized agents) with the right to opt out of “targeted advertising,” “selling,” or “sharing” of personal information. Please visit']",[],[]
11,62,healthgrades_62,"['', 'Do Not Sell My Personal Information']",[],[],[],[]
12,21,com_21,"['', 'Do not sell or share my personal information']",[],[''],[],[]
13,3,com_3,"['Do Not Sell Or Share My Personal Information', 'Do not sell or share my personal information.']",[],[],[],[]
14,17,grubhub_17,"['Do Not Sell My Personal Information', 'Do Not Sell My Information']",[],"['Under the California Consumer Privacy Act, you have the right to opt-out of the sale of your personal information to third parties. These cookies collect information for analytics and to personalize your experience with targeted ads. You may exercise your right to opt out of the sale of personal information by using this toggle switch.\n                If you opt out we will not be able to offer you personalised ads and will not hand over your personal information to any third parties. Additionally, you may contact our legal department for further clarification about your rights as a California consumer by using this Exercise My Rights link. If you have enabled privacy controls on your browser (such as a plugin), we have to take that as a valid request to opt-out. Therefore we would not be able to track your activity through the web. This may affect our ability to personalize ads according to your preferences.']",[],[]
15,142,dailywire_142,['Do Not Sell or Share My Personal Information'],[],[],[],[]
