,Index,Filename,Do not sell,Privacy Choice,Opt out,For CA,Do not share
0,213,com_213,[],[],[],[],[]
1,894,education_894,[],[],['Opt Out'],[],[]
2,1079,ehealthinsurance_1079,[],[],[],[],[]
3,95,etsy_95,[],[],[],[],[]
4,928,co_928,[],[],[],[],[]
5,225,barnesandnoble_225,[],[],[],[],[]
6,803,com_803,[],[],[],[],[]
7,350,diy_350,[],[],[],[],[]
8,820,audiusa_820,['Do Not Sell or Share My Personal Information'],[],"['If you have blocked cookies through your browser settings, we will be unable to comply with your Preference Center opt out request.']",[],[]
9,1025,bizjournals_1025,[],['Your Privacy Choices'],"['If you are a consumer in certain U.S. states you may have the right to opt out of targeted advertising and our “sale” (as that term is defined under applicable law) of your personal information.  If you do not see an ability to opt out below, your detected location is outside of a region with an applicable privacy law.  For more information on our privacy practices, read our ']",[],[]
10,846,avon_846,[],[],[],[],[]
11,354,etsy_354,[],[],[],[],[]
12,989,amctheatres_989,[],[],[],[],[]
13,178,dailymail_178,['Do not sell or share my personal information'],[],[],[],[]
14,30,com_30,[],[],[],[],[]
15,949,brainpop_949,"['Do not sell or share my personal information', '\n          Do Not Sell My Personal Information\n        ']",[],[],[],[]
16,1080,collegeboard_1080,[],[],[],[],[]
17,743,com_743,[],[],[],[],[]
18,951,com_951,[],[],[],[],[]
19,219,amazon_219,[],['Your Ads Privacy Choices'],[],[],[]
20,133,com_133,[],[],[],[],[]
21,345,apple_345,[],[],[],[],[]
22,978,allmusic_978,[''],[],[],[],[]
23,93,com_93,"['Do not sell or share my personal information.', 'Do Not Sell Or Share My Personal Information']",[],[],[],[]
24,215,dogster_215,['DO NOT SELL MY INFORMATION'],[],[],[],[]
25,593,bestbuy_593,"['', 'CA Do Not Sell/Share My Personal Information']",[],"['', 'Targeted Advertising Opt Out']",[],[]
26,953,com_953,[],[],[],[],[]
27,547,britishairways_547,[],[],[],[],[]
28,126,curbed_126,['Do Not Sell or Share My Personal Information'],[],[],[],[]
29,324,comparethemarket_324,[],[],[],[],[]
30,390,esa_390,[],[],[],[],[]
31,1016,businessinsider_1016,[''],['\n            Your Privacy Choices\n              '],[],[],[]
32,833,boatshop24_833,['Do Not Sell My Personal Information'],[],[],[],[]
33,970,dailymotion_970,[],[],[],[],[]
34,16,bonappetit_16,[''],[],[],[],[]
35,1014,com_1014,[],[],[],[],[]
36,915,com_915,[],[],[],[],[]
37,21,com_21,"['', 'Do not sell or share my personal information']",[],[''],[],[]
38,343,amazon_343,[],['Your Ads Privacy Choices'],[],[],[]
39,810,chevrolet_810,[],[],[],[],[]
40,228,com_228,[],[],[],[],[]
41,3,com_3,"['Do not sell or share my personal information.', 'Do Not Sell Or Share My Personal Information']",[],[],[],[]
42,59,calorieking_59,[],[],[],[],[]
43,48,bet-at-home_48,[],[],[],[],[]
44,793,autotrader_793,[],[],[],[],[]
45,794,caranddriver_794,[],"['Your Privacy Choices', '', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads']","['', 'Your Privacy Choices: Opt Out of Sale/Targeted Ads', 'DAA Industry Opt Out']",[],[]
46,608,bissell_608,[],[],['Your Opt Out Preference Signal is Honored'],[],[]
47,99,com_99,[],[],[],[],[]
48,282,craigslist_282,[],[],[],[],[]
49,75,drugs_75,['Do not sell my personal information'],[],[],[],[]
50,780,com_780,[],[],[],[],[]
51,142,dailywire_142,['Do Not Sell or Share My Personal Information'],[],[],[],[]
52,576,choicehotels_576,"['Do Not Sell My Personal Information', 'Do Not Sell Preferences']",[],"['Many websites use cookies or other tags to collect information that make the websites work as visitors expect and generally enhance visitors’ website experience.  In some situations, the collected information could be defined as ‘personal information’ under the California Consumer Privacy Act of 2018 (CCPA).  Business partners might be allowed to access and use the information, which could be defined as ‘selling personal information’ under the CCPA.  The Act enables Californians to opt out of selling personal information.', '  Please be aware that opting out on the device you are currently using will opt you out only on that device.  To opt out on other devices, please return to choicehotels.com on each device and opt out.  Also, if you clear cookies, or if your browser automatically deletes cookies, you will need to opt out again the next time you visit our site. ', '\n\nPlease be aware that opting out on the device you are currently using will opt you out only on that device.  To opt out on other devices, please return to choicehotels.com on each device and opt out.  Also, if you clear cookies, or if your browser automatically deletes cookies, you will need to opt out again the next time you visit our site.\n                ', '  Within Choice Hotels, selling of personal information is limited to allowing a restricted number of media companies access to our website’s information such as browsing history, search history and information regarding consumers’ interaction on our website.  You can opt out of this sharing via the sliding selector above.', '\n\nWithin Choice Hotels, selling of personal information is limited to allowing a restricted number of media companies access to our website’s information such as browsing history, search history and information regarding consumers’ interaction on our website.  You can opt out of this sharing via the sliding selector above.']",[],[]
53,209,cesarsway_209,[],[],[],[],[]
54,161,com_161,[],[],[''],[],[]
55,563,com_563,[],[],[],[],[]
56,232,audible_232,[],['Your Ads Privacy Choices'],[],[],[]
57,231,com_231,[],[],[],[],[]
58,382,astrology_382,['Do Not Sell My Info'],[],[],[],[]
59,164,dailykos_164,['Do Not Sell My Info'],[],[],[],[]
60,802,carwale_802,[],[],[],[],[]
61,997,com_997,['Do Not Sell'],[],[],[],[]
62,617,computerhope_617,[],[],[],[],[]
63,477,calculatorsoup_477,[],[],[],[],[]
64,70,cdc_70,[],[],[],[],[]
65,909,designcrowd_909,[],[],[],[],[]
66,796,carmax_796,['Do Not Sell or Share My Information'],[],[],[],[]
67,110,biglots_110,['California Customers Only: Do Not Sell My Info'],[],[],[],[]
68,632,com_632,['Do Not Sell My Personal Information request'],[],[],[],[]
69,318,com_318,[],[],[],[],[]
