,Index,Url rendered,Actual url,page jump
63,673,bitdefender.com/media/ntml/consumer/new/,https://www.tomsguide.com/,Yes
133,581,about:blank,https://www.fodors.com/,Yes
144,928,wellfound.com,https://angel.co/,No
184,553,Babee588682e97bda31b,https://www.priceline.com/?vrid=5b0366966e01f115e8aa3a82cd601546,No
196,554,instagram.com/dominik kobler/,https://www.lonelyplanet.com/,Yes
