,Index,Url rendered,Actual url,Page jump
62,610,asrock.com/mb/AMD/B650%20LiveMixer/ind,https://www.tomshardware.com/,Yes
111,467,pandadoc.com/quoting-software/?utm_sourc:,https://www.convertunits.com/,Yes
112,665,asrock.com/mb/intel/2790%20PG%20SONIC/,https://www.tomshardware.com/,Yes
134,228,sulseerg.com/?|=02GYUEFO3sEAaUR&S=$167,http://ebook3000.com/,Yes
155,162,harley-davidson.com/us/en/content/event-cal,https://www.rollingstone.com/,Yes
163,488,verizon.com/stores/,https://www.patriots.com/,Yes
