Index,Url rendered,Actual url,page jump
900,mailchimp.com/quesswork/?utm_source=drib,https://dribbble.com/,Yes
1015,nokia.com/?did=D00000004879&utm_campai,https://www.forbes.com/?sh=112eecaf2254,Yes
667,nissanusa.com/shopping-tools/build-price/cro,https://www.gsmarena.com/,Yes
554,instagram.com/dominik kobler/,https://www.lonelyplanet.com/,Yes
