,Index,Url rendered,Actual url,page jump
29,483,usatoday.com/?gps-source=BRNMSVCPSKSTT,https://hoopshype.com/,yes
57,900,squarespace.com/ecommerce-website?chann,https://dribbble.com/,yes
62,610,asrock.com/mb/intel/2790%20PG%20SONIC/,https://www.tomshardware.com/,yes
95,1004,disneylamitiecestmerveilleuxparis seeticket:,https://www.seetickets.com/fr/,yes
128,581,globusjourneys.com/tour/europe/?utm_sourc,https://www.fodors.com/,yes
143,829,100percent.com/pages/100-goggles?utm_sot,https://www.vitalmx.com/,yes
159,456,digikey.com/en/product-highlight/a/analog-d,https://www.allaboutcircuits.com/,yes
193,554,instagram.com/pandeyrr/,https://www.lonelyplanet.com/,yes
